"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"MARCH1",2.63535498737855e-17,1.27494582241918,0.583,0.046,3.33873123350988e-13,"B cells","MARCH1"
"HLA-DQB1",3.78106082316461e-17,2.19725237424223,1,0.186,4.79022595686724e-13,"B cells","HLA-DQB1"
"BTK",4.27185943154814e-17,0.645268470863464,0.417,0.022,5.41201871382834e-13,"B cells","BTK"
"BLK",8.45604971177791e-17,0.511301016432882,0.333,0.013,1.07129693798514e-12,"B cells","BLK"
"ORAI2",6.73630650464837e-15,0.965392373620544,0.667,0.072,8.53422671073902e-11,"B cells","ORAI2"
"HLA-DRA",1.31505100076756e-14,2.55104898629699,1,0.23,1.66603811287243e-10,"B cells","HLA-DRA"
"HLA-DMA",2.15341583665724e-14,1.33458804177986,0.917,0.147,2.72816252346105e-10,"B cells","HLA-DMA"
"AGPAT5",2.58069110705844e-14,0.782086298568951,0.333,0.017,3.26947756353234e-10,"B cells","AGPAT5"
"TCF4",4.21756499386834e-14,0.919753999518979,0.417,0.028,5.3432330907318e-10,"B cells","TCF4"
"BMP2K",4.64986105735977e-14,0.599380639483073,0.333,0.017,5.89090897356909e-10,"B cells","BMP2K"
"RAB30",7.63782998793252e-13,0.698129278208683,0.333,0.019,9.67636681171171e-09,"B cells","RAB30"
"HVCN1",1.97448912777086e-12,1.01428911817666,0.5,0.048,2.5014802759729e-08,"B cells","HVCN1"
"HLA-DPA1",2.41037949757122e-12,1.95295619317228,1,0.291,3.05370978547298e-08,"B cells","HLA-DPA1"
"FGD2",4.30613852411639e-11,0.860941891219745,0.417,0.036,5.45544689620306e-07,"B cells","FGD2"
"SESTD1",5.29787210608404e-11,0.460506611295514,0.333,0.023,6.71187417119787e-07,"B cells","SESTD1"
"CXorf21",6.01958801413347e-11,0.410836318226471,0.333,0.023,7.62621605510569e-07,"B cells","CXorf21"
"HLA-DRB1",1.69541225528801e-10,1.59499732097089,1,0.326,2.14791778622438e-06,"B cells","HLA-DRB1"
"HLA-DPB1",3.23520650407366e-10,1.93684478509071,1,0.407,4.09868312001093e-06,"B cells","HLA-DPB1"
"USP12",1.41584034165472e-09,0.587806360787854,0.333,0.028,1.79372812884237e-05,"B cells","USP12"
"CD74",1.65563667058052e-09,2.35522408695652,1,0.654,2.09752609795845e-05,"B cells","CD74"
"C15orf57",3.29742709538397e-09,1.21926984159085,0.583,0.099,4.17751038714195e-05,"B cells","C15orf57"
"STX7",4.02442490904932e-09,1.05236417557457,0.583,0.094,5.09854391727459e-05,"B cells","STX7"
"CD40",5.8247263147338e-09,0.711942572912516,0.333,0.03,7.37934576813626e-05,"B cells","CD40"
"DAPP1",6.34651151914335e-09,0.767138340699541,0.5,0.069,8.04039544360271e-05,"B cells","DAPP1"
"SNX2",1.23862462693031e-08,0.994177663118264,0.75,0.16,0.000156921353985801,"B cells","SNX2"
"ITM2C",1.33890326654419e-08,0.604408424300271,0.417,0.048,0.000169625654838484,"B cells","ITM2C"
"CYSLTR1",1.38542602298976e-08,0.754228943475523,0.5,0.071,0.000175519622852573,"B cells","CYSLTR1"
"LYL1",1.87994926943256e-08,0.827315047704198,0.417,0.051,0.000238170772944411,"B cells","LYL1"
"P2RX5",2.19809895421194e-08,0.710906603201265,0.417,0.051,0.000278477156509111,"B cells","P2RX5"
"PLEKHA2",2.81073461314932e-08,0.759849527337378,0.583,0.097,0.000356091968139888,"B cells","PLEKHA2"
"ITPR1",3.14876697000009e-08,0.658119826100604,0.417,0.052,0.000398917287429312,"B cells","ITPR1"
"TP53INP1",3.49859980118344e-08,0.557147868431215,0.417,0.051,0.00044323760881193,"B cells","TP53INP1"
"OAS1",4.74201021282839e-08,0.4839592350122,0.5,0.07,0.000600765273863228,"B cells","OAS1"
"POU2F2",5.32625530487166e-08,1.09807588587139,0.667,0.133,0.000674783284574191,"B cells","POU2F2"
"FAIM3",7.1858397455524e-08,1.09615905920053,0.75,0.212,0.000910374037364033,"B cells","FAIM3"
"CD37",1.01909870667943e-07,1.59214235027974,1,0.707,0.00129109615149217,"B cells","CD37"
"ARHGEF2",1.89497970973634e-07,0.765461616820321,0.5,0.082,0.00240074979426497,"B cells","ARHGEF2"
"MTSS1",2.2455604789719e-07,0.730921762544696,0.417,0.058,0.00284490057080951,"B cells","MTSS1"
"STRBP",2.61953513477626e-07,0.601528203780783,0.333,0.037,0.00331868906224805,"B cells","STRBP"
"IFT57",4.82684305729447e-07,0.651826401780213,0.417,0.06,0.00611512746928637,"B cells","IFT57"
"TLE1",8.69411139913648e-07,0.710390348574699,0.333,0.042,0.011014569731566,"B cells","TLE1"
"BIRC3",1.07511574702686e-06,1.23518533013012,0.917,0.411,0.0136206413990833,"B cells","BIRC3"
"NCF1",1.49432203337706e-06,0.567156640781502,0.833,0.224,0.0189315658408539,"B cells","NCF1"
"MCM5",1.68867535193345e-06,0.419664649809881,0.333,0.041,0.0213938280336449,"B cells","MCM5"
"QRSL1",2.06874573557206e-06,0.784335581070513,0.417,0.07,0.0262089397239625,"B cells","QRSL1"
"ZNF397",2.67610966396407e-06,0.524330376223725,0.417,0.065,0.0339036333327608,"B cells","ZNF397"
"NOTCH2",2.84734956262619e-06,0.526455837680845,0.333,0.045,0.0360730716089112,"B cells","NOTCH2"
"SCAI",2.93782104124195e-06,0.510893153173285,0.333,0.045,0.0372192547714943,"B cells","SCAI"
"SNX29",3.13966008446076e-06,0.769785206689591,0.417,0.071,0.0397763536100333,"B cells","SNX29"
"CXXC5",3.80204054205861e-06,0.528547621708362,0.333,0.046,0.0481680516273405,"B cells","CXXC5"
"CCDC50",4.49579082848648e-06,0.530664658612024,0.333,0.046,0.0569571740060952,"B cells","CCDC50"
"ZBTB24",7.36640812376163e-06,0.469211244816618,0.333,0.047,0.093325024519936,"B cells","ZBTB24"
"TMEM69",8.27425463544136e-06,0.521251404399451,0.333,0.049,0.104826531976407,"B cells","TMEM69"
"REL",9.34258222929988e-06,0.728701715883414,0.833,0.255,0.118361174263,"B cells","REL"
"SEL1L3",1.06903535709179e-05,0.631753098651578,0.333,0.049,0.135436089389959,"B cells","SEL1L3"
"RP11-861A13.4",1.08376157447742e-05,0.964087309829147,0.417,0.082,0.137301753870545,"B cells","RP11-861A13.4"
"UQCRC2",1.14353716805761e-05,0.583753165677471,0.917,0.334,0.144874723821219,"B cells","UQCRC2"
"LAT2",1.17846345308638e-05,0.79310734197489,0.333,0.051,0.149299534871513,"B cells","LAT2"
"ZNF506",1.22684390081194e-05,0.652342765567745,0.583,0.135,0.155428853793865,"B cells","ZNF506"
"ATF7IP",1.6827981250365e-05,0.661076697210632,0.5,0.113,0.213193694460875,"B cells","ATF7IP"
"AP003774.1",1.71165873608144e-05,0.477067264891045,0.333,0.051,0.216850045274158,"B cells","AP003774.1"
"RCSD1",1.71747373806468e-05,0.933193463883921,0.833,0.367,0.217586747875415,"B cells","RCSD1"
"ATP2C1",1.77468157438672e-05,0.548815199120767,0.333,0.053,0.224834408659054,"B cells","ATP2C1"
"UVRAG",1.92540927931997e-05,0.947228087783467,0.417,0.084,0.243930101597048,"B cells","UVRAG"
"LGALS9",1.94953592146014e-05,0.570214780636998,0.583,0.146,0.246986705889786,"B cells","LGALS9"
"FAM26F",2.09999454171938e-05,0.802460662858874,0.583,0.15,0.266048308490429,"B cells","FAM26F"
"LY86",2.10824732000442e-05,0.480203075240943,0.333,0.052,0.26709385297136,"B cells","LY86"
"TSC2",2.57634974789799e-05,0.445145202152387,0.333,0.052,0.326397749561196,"B cells","TSC2"
"BCL10",2.67756740180769e-05,0.373642439596366,0.333,0.051,0.339221014135016,"B cells","BCL10"
"METTL21A",2.75814668015772e-05,0.581927680607986,0.333,0.054,0.349429602909181,"B cells","METTL21A"
"RPS5",3.780568270094e-05,0.50286610046817,1,0.965,0.478960194138209,"B cells","RPS5"
"NUP88",3.86475477857134e-05,0.55441985193761,0.417,0.082,0.489625782897202,"B cells","NUP88"
"TRAF5",4.44376263942087e-05,0.746950813739294,0.5,0.122,0.562980288788231,"B cells","TRAF5"
"RP11-220I1.1",4.56340625539203e-05,0.847608736555584,0.75,0.267,0.578137938495616,"B cells","RP11-220I1.1"
"NSL1",5.15623358638501e-05,0.451375209735626,0.5,0.109,0.653243233059117,"B cells","NSL1"
"MTPN",5.44257348163615e-05,0.57209725877107,0.833,0.286,0.689519634388484,"B cells","MTPN"
"RAB11FIP4",6.03998066226271e-05,0.367544588593239,0.333,0.054,0.765205150102063,"B cells","RAB11FIP4"
"CAT",6.47573030471002e-05,0.521202012963279,0.5,0.119,0.820410272303713,"B cells","CAT"
"RPS23",9.32880089971592e-05,0.459246394045299,1,0.969,1,"B cells","RPS23"
"CAPG",9.5288179604207e-05,0.595305529985728,0.417,0.09,1,"B cells","CAPG"
"DNAJC10",9.91003686578408e-05,0.51385491627074,0.333,0.063,1,"B cells","DNAJC10"
"ATP8A1",0.00011712531650157,0.400646308043189,0.333,0.059,1,"B cells","ATP8A1"
"FAM3C",0.000124348625406667,0.512639560048077,0.333,0.063,1,"B cells","FAM3C"
"HSH2D",0.000128593536631214,0.662551899361608,0.417,0.1,1,"B cells","HSH2D"
"NOTCH2NL",0.000130968253162574,0.694485542763437,0.417,0.1,1,"B cells","NOTCH2NL"
"RB1CC1",0.000136650971732119,0.576277918487397,0.583,0.172,1,"B cells","RB1CC1"
"RPL8",0.000140032903714805,0.455840899060146,1,0.963,1,"B cells","RPL8"
"APPBP2",0.000154379185036869,0.472508113093957,0.333,0.064,1,"B cells","APPBP2"
"SMC6",0.000156583376530441,0.510436147335054,0.333,0.062,1,"B cells","SMC6"
"ACTL6A",0.000194077487750613,0.410338129967743,0.333,0.063,1,"B cells","ACTL6A"
"C12orf65",0.000207414111613925,0.449840090044464,0.417,0.094,1,"B cells","C12orf65"
"ITGAE",0.00022098634124268,0.499200995335848,0.5,0.139,1,"B cells","ITGAE"
"SNX3",0.00022524584531477,0.669236525181178,0.833,0.481,1,"B cells","SNX3"
"CD164",0.000229596446937672,0.83344901637503,0.75,0.363,1,"B cells","CD164"
"CYB561A3",0.000230836074328242,0.654697648044877,0.333,0.069,1,"B cells","CYB561A3"
"DRAM2",0.000256679630635128,0.924457540907388,0.5,0.16,1,"B cells","DRAM2"
"PARP1",0.000257801328340681,0.667447757639334,0.667,0.222,1,"B cells","PARP1"
"GBP4",0.000303947044712482,0.595739993820466,0.833,0.345,1,"B cells","GBP4"
"ITSN2",0.000334706741454404,0.574712394655601,0.667,0.245,1,"B cells","ITSN2"
"VAMP7",0.000355217561063631,0.454852026914404,0.417,0.099,1,"B cells","VAMP7"
"CLN8",0.000365021034607677,0.3788631552212,0.333,0.064,1,"B cells","CLN8"
"ADK",0.000367248916754577,0.736304788995453,0.333,0.071,1,"B cells","ADK"
"TIMM9",0.000368284022773994,0.460675664146041,0.583,0.175,1,"B cells","TIMM9"
"ANKRD26",0.000381325331174071,0.408520484865313,0.333,0.068,1,"B cells","ANKRD26"
"STAT2",0.000397428541448072,0.503981421928219,0.5,0.15,1,"B cells","STAT2"
"SP140",0.000400817220262623,0.620419017288822,0.5,0.162,1,"B cells","SP140"
"RPS11",0.000405716978130888,0.346235229366423,1,0.976,1,"B cells","RPS11"
"POLD4",0.000427596773057547,0.792607365244322,0.75,0.326,1,"B cells","POLD4"
"FAU",0.000440069902179943,0.396317838103078,1,0.971,1,"B cells","FAU"
"NBPF15",0.000451715890640141,0.695183962933274,0.667,0.28,1,"B cells","NBPF15"
"RPS9",0.000464496687523011,0.400854559625996,1,0.973,1,"B cells","RPS9"
"CBL",0.000478487123320439,0.433628236624557,0.333,0.072,1,"B cells","CBL"
"ADPRM",0.000481346754821992,0.584781051318403,0.333,0.074,1,"B cells","ADPRM"
"CBR4",0.000500149552012378,0.407318373155384,0.333,0.07,1,"B cells","CBR4"
"HIBCH",0.000531485219455144,0.362150751301707,0.333,0.069,1,"B cells","HIBCH"
"PHIP",0.000536096961468459,0.502011534701429,0.75,0.275,1,"B cells","PHIP"
"ITGB3BP",0.00056393106954769,0.362937683327243,0.333,0.069,1,"B cells","ITGB3BP"
"HMG20B",0.000573446729905801,0.311644395771733,0.417,0.097,1,"B cells","HMG20B"
"SEC62",0.000597125491283851,0.639754778483476,0.917,0.44,1,"B cells","SEC62"
"CMSS1",0.000609659521758035,0.436868400709334,0.417,0.104,1,"B cells","CMSS1"
"SCPEP1",0.000617949394178349,0.649117002083453,0.417,0.109,1,"B cells","SCPEP1"
"MRPS18C",0.000621044123752238,0.52442387207757,0.583,0.2,1,"B cells","MRPS18C"
"RPL26",0.000656618800812357,0.317032724746637,1,0.972,1,"B cells","RPL26"
"RPRD2",0.000820213370469795,0.403120661920776,0.333,0.077,1,"B cells","RPRD2"
"ZBTB44",0.000910235944244958,0.480088700906666,0.417,0.109,1,"B cells","ZBTB44"
"TSPAN31",0.000910682224884089,0.445294943612331,0.333,0.08,1,"B cells","TSPAN31"
"SYPL1",0.000921573223732297,0.417965805119437,0.5,0.146,1,"B cells","SYPL1"
"TMOD3",0.000925960848032189,0.459970493702358,0.417,0.115,1,"B cells","TMOD3"
"RPL11",0.000952619705557979,0.359501976458151,1,0.969,1,"B cells","RPL11"
"PARVG",0.000968983014186611,0.604639392817026,0.5,0.174,1,"B cells","PARVG"
"TARBP1",0.000994953763073901,0.39401882084959,0.333,0.075,1,"B cells","TARBP1"
"CD59",0.0010320515606349,0.306146218513411,0.333,0.072,1,"B cells","CD59"
"ZFP36L1",0.00103337901938243,0.825229607375359,0.75,0.35,1,"B cells","ZFP36L1"
"USP11",0.00107082087829817,0.339589577090022,0.333,0.072,1,"B cells","USP11"
"MEF2A",0.00110500553489332,0.592707763739164,0.333,0.077,1,"B cells","MEF2A"
"LYRM7",0.00115449293711566,0.396410538316297,0.417,0.111,1,"B cells","LYRM7"
"LMO4",0.00117841656459842,0.528546464013165,0.5,0.163,1,"B cells","LMO4"
"GNB2L1",0.00119401335386708,0.407345781978114,1,0.947,1,"B cells","GNB2L1"
"NT5C3A",0.00121298974794522,0.653841423773509,0.583,0.23,1,"B cells","NT5C3A"
"SNORD3A",0.00126698242880896,0.532933165284926,0.667,0.274,1,"B cells","SNORD3A"
"EMG1",0.00129536825464554,0.392994325788404,0.417,0.112,1,"B cells","EMG1"
"HEXA",0.00132213285547721,0.517220730919331,0.417,0.124,1,"B cells","HEXA"
"RPL12",0.00133468780808733,0.383339507588772,1,0.966,1,"B cells","RPL12"
"ARMCX3",0.00137399938917918,0.319142104037724,0.417,0.107,1,"B cells","ARMCX3"
"CHD2",0.00141855659021534,0.461822461343169,0.75,0.328,1,"B cells","CHD2"
"EIF5",0.00142712376387655,0.625039905358834,0.75,0.356,1,"B cells","EIF5"
"YBX3",0.0014337628399302,0.370164205296536,0.333,0.078,1,"B cells","YBX3"
"SRRT",0.00152354262147958,0.379625364490066,0.333,0.078,1,"B cells","SRRT"
"TRIM27",0.00155012872272043,0.338386489412711,0.333,0.078,1,"B cells","TRIM27"
"HPS4",0.00155205754979765,0.323974158912354,0.333,0.076,1,"B cells","HPS4"
"CAMK1D",0.00156769363637374,0.358728152499424,0.333,0.08,1,"B cells","CAMK1D"
"TNKS2",0.00190674242082965,0.397420005359213,0.333,0.08,1,"B cells","TNKS2"
"RPL15",0.00195441391472027,0.289994530060957,1,0.972,1,"B cells","RPL15"
"SESN1",0.00209154187938834,0.577064089155315,0.333,0.092,1,"B cells","SESN1"
"RP11-94L15.2",0.00224228876065587,0.573307615995026,0.5,0.182,1,"B cells","RP11-94L15.2"
"SKAP2",0.0023105372694664,0.574755853979409,0.417,0.117,1,"B cells","SKAP2"
"CLPX",0.00234187555236732,0.373359193546802,0.333,0.083,1,"B cells","CLPX"
"FBXO9",0.00236480930374399,0.361568206323124,0.417,0.116,1,"B cells","FBXO9"
"SAT2",0.00246379652791098,0.558133293675538,0.417,0.138,1,"B cells","SAT2"
"IFI16",0.00247458373448939,0.49078426711191,0.833,0.425,1,"B cells","IFI16"
"PPM1K",0.00249593937507423,0.611555066486296,0.5,0.192,1,"B cells","PPM1K"
"SNHG7",0.00265480567902097,0.677368870366188,0.75,0.367,1,"B cells","SNHG7"
"NPIPB5",0.00276513281878345,0.542111943444316,0.417,0.127,1,"B cells","NPIPB5"
"SH3BP2",0.00282175742247428,0.344635743021862,0.333,0.086,1,"B cells","SH3BP2"
"PYCR2",0.00287452374598691,0.291296030819508,0.333,0.082,1,"B cells","PYCR2"
"SNX14",0.00295596113566566,0.375498547168707,0.417,0.127,1,"B cells","SNX14"
"USP48",0.00297526065059582,0.382516349536032,0.417,0.121,1,"B cells","USP48"
"BAZ1A",0.00311380638280423,0.610063311873644,0.75,0.345,1,"B cells","BAZ1A"
"CCPG1",0.00334127316438744,0.290573740424633,0.333,0.086,1,"B cells","CCPG1"
"ASCC1",0.00354206995163059,0.355346967640178,0.333,0.086,1,"B cells","ASCC1"
"SMIM7",0.00361904462657244,0.518028412681704,0.5,0.205,1,"B cells","SMIM7"
"LAMTOR1",0.00364739307450484,0.387984447242601,0.75,0.385,1,"B cells","LAMTOR1"
"LYN",0.00365359463011957,0.355851268171224,0.333,0.086,1,"B cells","LYN"
"RPLP0",0.00368178892928636,0.39971430854893,1,0.908,1,"B cells","RPLP0"
"SLC44A2",0.00372732000247567,0.430931017798506,0.417,0.138,1,"B cells","SLC44A2"
"TCOF1",0.00374653958933746,0.498502566605445,0.5,0.185,1,"B cells","TCOF1"
"RPL18",0.00387328439153807,0.36266612801702,1,0.955,1,"B cells","RPL18"
"MT-ND4",0.00389676864723993,0.285276505148391,1,0.977,1,"B cells","MT-ND4"
"TMEM154",0.00395037246093207,0.538967412029039,0.333,0.098,1,"B cells","TMEM154"
"EXOC6",0.00403100254220694,0.312424307727223,0.333,0.088,1,"B cells","EXOC6"
"ATP5D",0.00405259541625279,0.438453915059392,0.917,0.591,1,"B cells","ATP5D"
"ZNF24",0.00435341741437875,0.440435031992749,0.417,0.136,1,"B cells","ZNF24"
"ERP29",0.00455552074326683,0.481109767717916,0.917,0.517,1,"B cells","ERP29"
"SP100",0.00465313791536338,0.582551880216684,0.833,0.451,1,"B cells","SP100"
"AP3B1",0.0046717350457825,0.261462520730257,0.417,0.119,1,"B cells","AP3B1"
"KIAA1033",0.0050784135115455,0.453865493688895,0.333,0.095,1,"B cells","KIAA1033"
"RPL13A",0.00509726677151991,0.288492990821889,1,0.976,1,"B cells","RPL13A"
"RPS8",0.00547733704589782,0.332911634177684,1,0.963,1,"B cells","RPS8"
"HDAC2",0.00552547135998951,0.461224924330206,0.333,0.101,1,"B cells","HDAC2"
"RBM5",0.0059774410902815,0.373270023364437,0.5,0.172,1,"B cells","RBM5"
"TNPO1",0.00618261830713386,0.358148149922929,0.333,0.098,1,"B cells","TNPO1"
"NDUFB5",0.00626670454787088,0.430464173915885,0.667,0.332,1,"B cells","NDUFB5"
"PSMB5",0.00659877543297402,0.318461354060744,0.333,0.095,1,"B cells","PSMB5"
"WDR11",0.00667245208253442,0.627234519563432,0.333,0.098,1,"B cells","WDR11"
"UGCG",0.00672859974651036,0.380507421504697,0.333,0.099,1,"B cells","UGCG"
"ATP5G2",0.0068118674801021,0.343228999105753,0.917,0.85,1,"B cells","ATP5G2"
"FAM162A",0.00714755688902029,0.432917720449799,0.5,0.198,1,"B cells","FAM162A"
"RTF1",0.00728124987404475,0.59085595746143,0.667,0.332,1,"B cells","RTF1"
"NPC2",0.00735188529059925,0.279415072605347,0.667,0.35,1,"B cells","NPC2"
"RNASET2",0.00798835134866083,0.446532486401777,0.833,0.473,1,"B cells","RNASET2"
"PPM1A",0.0081888802477777,0.368397374218215,0.333,0.103,1,"B cells","PPM1A"
"TERF1",0.00829878103436465,0.546487298658757,0.417,0.159,1,"B cells","TERF1"
"TMPO",0.00832877329831293,0.483662882898584,0.417,0.154,1,"B cells","TMPO"
"XPA",0.00833615335717872,0.335203573271021,0.417,0.139,1,"B cells","XPA"
"ARID4B",0.00842175802291821,0.423698149701442,0.75,0.415,1,"B cells","ARID4B"
"MED30",0.00871932227344342,0.354951411698687,0.417,0.138,1,"B cells","MED30"
"ZC3H7A",0.00879742715676518,0.543551404331202,0.333,0.111,1,"B cells","ZC3H7A"
"DUSP11",0.00882461299936854,0.416706669816502,0.333,0.106,1,"B cells","DUSP11"
"CHRAC1",0.00893588075522726,0.365720582710258,0.333,0.1,1,"B cells","CHRAC1"
"RPL18A",0.00905623736478552,0.334905474644064,1,0.971,1,"B cells","RPL18A"
"ANAPC16",0.00920525039642282,0.381955886131895,0.917,0.66,1,"B cells","ANAPC16"
"PTPN18",0.00928984390228747,0.308548875882008,0.333,0.101,1,"B cells","PTPN18"
"VPS35",0.00968731827549157,0.340960157935934,0.5,0.194,1,"B cells","VPS35"
"EMC6",0.00991918219977441,0.348314045540939,0.417,0.148,1,"B cells","EMC6"
"IGFBP7",1.2762016305732e-97,1.47041868383518,0.676,0.014,1.61681984577318e-93,"NK","IGFBP7"
"KLRC1",2.04761862456655e-97,2.10548844885319,0.838,0.04,2.59412803546337e-93,"NK","KLRC1"
"SH2D1B",3.52946944783795e-87,1.16321511572265,0.529,0.004,4.4714848434659e-83,"NK","SH2D1B"
"GNLY",1.07749401361023e-86,3.67831435334888,0.985,0.113,1.36507716584281e-82,"NK","GNLY"
"KLRF1",5.20858902582573e-77,1.85050311159713,0.912,0.092,6.59876143681861e-73,"NK","KLRF1"
"HOPX",1.9502590130132e-65,1.96524492488714,0.941,0.145,2.47078314358642e-61,"NK","HOPX"
"GZMB",5.14037655163527e-65,2.61370506620855,0.956,0.16,6.51234305326672e-61,"NK","GZMB"
"TNFRSF18",1.13354535366986e-64,1.27204505602416,0.574,0.027,1.43608860856434e-60,"NK","TNFRSF18"
"HAVCR2",2.36339908946979e-64,1.06828859918571,0.574,0.027,2.99419030644928e-60,"NK","HAVCR2"
"FCER1G",2.35025046017351e-60,1.61487181033242,0.971,0.138,2.97753230799382e-56,"NK","FCER1G"
"XCL2",2.93995811596153e-57,1.74755369282903,0.706,0.07,3.72463293711166e-53,"NK","XCL2"
"IL2RB",4.84798571223129e-57,1.47643436380854,0.794,0.103,6.14191309882582e-53,"NK","IL2RB"
"SPTSSB",1.19880901471056e-52,1.19943926731348,0.412,0.013,1.51877114073681e-48,"NK","SPTSSB"
"CHST2",6.41022114681686e-52,0.840578993576595,0.397,0.012,8.12110917090227e-48,"NK","CHST2"
"NCR1",1.24759729116796e-51,0.741307630787651,0.368,0.008,1.58058100818068e-47,"NK","NCR1"
"PRF1",1.79380985014481e-51,2.15512638970419,0.941,0.221,2.27257769914846e-47,"NK","PRF1"
