"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"BTK",5.15258907765046e-17,0.52280458853073,0.314,0.043,6.33407775315571e-13,"FCGR3A+ Monocyte","BTK"
"ATP1B3",6.283529674999e-17,0.789840615734209,0.588,0.148,7.72434302947627e-13,"FCGR3A+ Monocyte","ATP1B3"
"BLVRA",6.39478886069058e-17,0.647531899507162,0.412,0.074,7.86111394644693e-13,"FCGR3A+ Monocyte","BLVRA"
"CMTM6",6.82985021711712e-17,0.741762786463911,0.608,0.151,8.39593487190208e-13,"FCGR3A+ Monocyte","CMTM6"
"LMO2",9.65276849521617e-17,0.45430469933793,0.294,0.038,1.18661483111692e-12,"FCGR3A+ Monocyte","LMO2"
"JUNB",1.10136905514177e-16,0.826598015963503,0.804,0.266,1.35391297948578e-12,"FCGR3A+ Monocyte","JUNB"
"PLD4",1.14616028667405e-16,0.484950312581577,0.255,0.028,1.40897484040841e-12,"FCGR3A+ Monocyte","PLD4"
"NAGK",1.24038668194121e-16,0.637145610883565,0.569,0.129,1.52480734811033e-12,"FCGR3A+ Monocyte","NAGK"
"RGS19",1.31096709930312e-16,0.637601344962642,0.667,0.174,1.61157185517333e-12,"FCGR3A+ Monocyte","RGS19"
"MBD2",1.36793893048507e-16,0.512819283796293,0.373,0.06,1.68160732724529e-12,"FCGR3A+ Monocyte","MBD2"
"KYNU",1.40263099581834e-16,0.470707176261761,0.294,0.039,1.72425428315949e-12,"FCGR3A+ Monocyte","KYNU"
"PPT1",1.85530449341429e-16,0.679331721808511,0.569,0.132,2.28072581375418e-12,"FCGR3A+ Monocyte","PPT1"
"CD74",1.8866726864136e-16,0.608334646487127,1,0.775,2.31928673340823e-12,"FCGR3A+ Monocyte","CD74"
"SKAP2",1.89570161025008e-16,0.541735357767981,0.412,0.074,2.33038598948043e-12,"FCGR3A+ Monocyte","SKAP2"
"CPVL",1.97119353149523e-16,0.52383094094093,0.49,0.099,2.42318820826708e-12,"FCGR3A+ Monocyte","CPVL"
"PTPN6",1.99133018958707e-16,0.822360665557161,0.843,0.289,2.44794220205938e-12,"FCGR3A+ Monocyte","PTPN6"
"IFITM2",2.41849593693194e-16,0.877583811917698,0.98,0.679,2.97305705527043e-12,"FCGR3A+ Monocyte","IFITM2"
"WSB1",2.43525262899733e-16,0.70747378328611,0.725,0.209,2.99365605682642e-12,"FCGR3A+ Monocyte","WSB1"
"ARPC3",2.96655682222018e-16,0.768625178996106,0.961,0.725,3.64678830155526e-12,"FCGR3A+ Monocyte","ARPC3"
"FCGRT",3.80579027535761e-16,0.606701677572102,0.608,0.15,4.67845798549710e-12,"FCGR3A+ Monocyte","FCGRT"
"GABARAP",4.163594677941e-16,0.823816450212159,0.98,0.647,5.11830693759287e-12,"FCGR3A+ Monocyte","GABARAP"
"ODF3B",5.19220023058734e-16,0.470567949299646,0.314,0.045,6.38277174346102e-12,"FCGR3A+ Monocyte","ODF3B"
"SLC39A1",5.71179544540901e-16,0.381563956210819,0.333,0.049,7.0215101410413e-12,"FCGR3A+ Monocyte","SLC39A1"
"TNFSF13B",7.19497882869448e-16,0.441621271697134,0.608,0.141,8.84478747411413e-12,"FCGR3A+ Monocyte","TNFSF13B"
"GNAI2",7.30567975792545e-16,0.763360291054542,0.784,0.251,8.98087212641775e-12,"FCGR3A+ Monocyte","GNAI2"
"CASP1",7.36929376633089e-16,0.824521628205532,0.765,0.268,9.05907282695056e-12,"FCGR3A+ Monocyte","CASP1"
"AGPAT3",1.18254983485708e-15,0.440784751368064,0.255,0.031,1.4537085119898e-11,"FCGR3A+ Monocyte","AGPAT3"
"CTSC",1.20207133532699e-15,0.975111550010348,0.784,0.297,1.47770629251747e-11,"FCGR3A+ Monocyte","CTSC"
"PFKL",1.29528105395452e-15,0.564440662352173,0.471,0.099,1.5922889996263e-11,"FCGR3A+ Monocyte","PFKL"
"KCNE3",1.55737689634479e-15,0.364303733658959,0.333,0.05,1.91448341867666e-11,"FCGR3A+ Monocyte","KCNE3"
"PGK1",1.60892636320467e-15,0.768725061859646,0.843,0.326,1.9778531782875e-11,"FCGR3A+ Monocyte","PGK1"
"RNF149",2.35386197576905e-15,0.641347240884523,0.706,0.201,2.89360252681289e-11,"FCGR3A+ Monocyte","RNF149"
"WDR11",3.65181923331815e-15,0.506942683154732,0.373,0.065,4.489181383518e-11,"FCGR3A+ Monocyte","WDR11"
"RALB",3.71623008487575e-15,0.447516876694325,0.353,0.059,4.56836164333776e-11,"FCGR3A+ Monocyte","RALB"
"RNASET2",4.06817194098405e-15,0.82200540422633,0.882,0.39,5.00100376705169e-11,"FCGR3A+ Monocyte","RNASET2"
"CALM2",4.17907050997406e-15,0.810418097137659,0.98,0.574,5.13733137791111e-11,"FCGR3A+ Monocyte","CALM2"
"HLA-DRB1",4.66175268297296e-15,0.848068166996593,0.961,0.468,5.73069257317865e-11,"FCGR3A+ Monocyte","HLA-DRB1"
"NUP214",4.77314140904648e-15,0.579001581553778,0.569,0.14,5.86762273414084e-11,"FCGR3A+ Monocyte","NUP214"
"LYST",5.50979226166736e-15,0.555355900144215,0.549,0.13,6.77318762726769e-11,"FCGR3A+ Monocyte","LYST"
"LFNG",6.45515964462254e-15,0.528302632324158,0.353,0.061,7.93532775113449e-11,"FCGR3A+ Monocyte","LFNG"
"OAS1",9.98829421957252e-15,0.405259799140505,0.373,0.065,1.22786100841205e-10,"FCGR3A+ Monocyte","OAS1"
"HLA-DRA",1.23766190302536e-14,0.669215288601725,0.98,0.47,1.52145777738907e-10,"FCGR3A+ Monocyte","HLA-DRA"
"UBE2J1",1.54823092624556e-14,0.586941090349736,0.49,0.115,1.90324027763367e-10,"FCGR3A+ Monocyte","UBE2J1"
"GNB2",1.6157139164252e-14,0.626971886062729,0.725,0.225,1.9861971174615e-10,"FCGR3A+ Monocyte","GNB2"
"HHEX",1.73551292533704e-14,0.422040696511375,0.373,0.067,2.13346603911682e-10,"FCGR3A+ Monocyte","HHEX"
"DRAP1",1.89322965878342e-14,0.866195628439291,0.843,0.418,2.32734721954246e-10,"FCGR3A+ Monocyte","DRAP1"
"ADI1",2.00392360503489e-14,0.534113840954303,0.412,0.084,2.46342328766939e-10,"FCGR3A+ Monocyte","ADI1"
"ZNF706",2.28437983059603e-14,0.748671366786999,0.843,0.323,2.80818812575169e-10,"FCGR3A+ Monocyte","ZNF706"
"ALDOA",2.48204213801183e-14,0.803415978795089,0.902,0.59,3.05117440025795e-10,"FCGR3A+ Monocyte","ALDOA"
"LILRB3",2.59122495620602e-14,0.44337694286854,0.294,0.044,3.18539283866406e-10,"FCGR3A+ Monocyte","LILRB3"
"OSCAR",3.22486744008007e-14,0.385071673033897,0.275,0.039,3.96432954409044e-10,"FCGR3A+ Monocyte","OSCAR"
"RABGGTA",3.25115356471611e-14,0.353013524069988,0.275,0.038,3.99664307710551e-10,"FCGR3A+ Monocyte","RABGGTA"
"THEMIS2",3.27228359845172e-14,0.35949513063176,0.314,0.049,4.0226182275767e-10,"FCGR3A+ Monocyte","THEMIS2"
"EVI2B",8.39202517620988e-14,0.71046197453025,0.922,0.392,1.03163165491148e-09,"FCGR3A+ Monocyte","EVI2B"
"C11orf21",9.58813464786868e-14,0.431730016880831,0.471,0.103,1.1786693922625e-09,"FCGR3A+ Monocyte","C11orf21"
"RETN",9.5927967964403e-14,0.526625539563159,0.451,0.099,1.17924251018641e-09,"FCGR3A+ Monocyte","RETN"
"PLEKHO2",1.0018376861016e-13,0.50198884208976,0.275,0.04,1.2315590675247e-09,"FCGR3A+ Monocyte","PLEKHO2"
"SLC43A2",1.66876209941238e-13,0.304325869509573,0.255,0.035,2.05140924880764e-09,"FCGR3A+ Monocyte","SLC43A2"
"FAM214B",1.87316978599858e-13,0.388225596176125,0.275,0.04,2.30268761792806e-09,"FCGR3A+ Monocyte","FAM214B"
"PLEKHO1",2.13148930933172e-13,0.5008890553849,0.431,0.094,2.62023980796148e-09,"FCGR3A+ Monocyte","PLEKHO1"
"PRKACA",2.24382055038863e-13,0.341959131738519,0.294,0.046,2.75832860259274e-09,"FCGR3A+ Monocyte","PRKACA"
"ARPC2",2.3894526292402e-13,0.577402791589188,1,0.83,2.93735411712498e-09,"FCGR3A+ Monocyte","ARPC2"
"CDA",2.47278903828231e-13,0.340298590206675,0.294,0.047,3.03979956476044e-09,"FCGR3A+ Monocyte","CDA"
"PARVG",2.80490868345593e-13,0.461525531529856,0.431,0.094,3.44807424457237e-09,"FCGR3A+ Monocyte","PARVG"
"CD97",2.98357196988269e-13,0.74549830941476,0.529,0.147,3.66770502257678e-09,"FCGR3A+ Monocyte","CD97"
"ADA",3.02159464378183e-13,0.62772919735918,0.49,0.12,3.714446295601e-09,"FCGR3A+ Monocyte","ADA"
"AGTRAP",3.13682331636147e-13,0.498439357016534,0.529,0.132,3.85609690280315e-09,"FCGR3A+ Monocyte","AGTRAP"
"LAMTOR4",3.24165141225251e-13,0.667812701492473,0.902,0.469,3.98496208108201e-09,"FCGR3A+ Monocyte","LAMTOR4"
"CORO1C",4.1619370652806e-13,0.390012424649577,0.314,0.054,5.11626923434944e-09,"FCGR3A+ Monocyte","CORO1C"
"ALOX5",4.18975192618457e-13,0.433633540751257,0.314,0.054,5.15046204285869e-09,"FCGR3A+ Monocyte","ALOX5"
"MYD88",4.97741083663624e-13,0.536191336311831,0.392,0.082,6.11873114147694e-09,"FCGR3A+ Monocyte","MYD88"
"CDC42EP3",5.64129880713781e-13,0.554140557811212,0.725,0.229,6.93484862361451e-09,"FCGR3A+ Monocyte","CDC42EP3"
"HOTAIRM1",6.00112750366834e-13,0.415924427277326,0.333,0.061,7.37718604025949e-09,"FCGR3A+ Monocyte","HOTAIRM1"
"RTN4",6.16510854347135e-13,0.665217057441316,0.686,0.232,7.57876793248934e-09,"FCGR3A+ Monocyte","RTN4"
"H2AFY",7.20089758491359e-13,0.566379678101768,0.745,0.254,8.85206340113427e-09,"FCGR3A+ Monocyte","H2AFY"
"RAC1",8.11930109903034e-13,0.685430255479084,0.902,0.444,9.98105684103800e-09,"FCGR3A+ Monocyte","RAC1"
"CTSB",8.80408809181274e-13,0.580506460475456,0.51,0.132,1.08228654912654e-08,"FCGR3A+ Monocyte","CTSB"
"FAM49A",9.77355051489036e-13,0.362888465724886,0.353,0.066,1.20146256479547e-08,"FCGR3A+ Monocyte","FAM49A"
"OAZ2",1.01002270846353e-12,0.518572447808646,0.51,0.131,1.24162091551422e-08,"FCGR3A+ Monocyte","OAZ2"
"TGFBI",1.070860476736e-12,0.466004319162722,0.353,0.069,1.31640878405157e-08,"FCGR3A+ Monocyte","TGFBI"
"CARD16",1.31265024006993e-12,0.767804263956978,0.882,0.452,1.61364094011796e-08,"FCGR3A+ Monocyte","CARD16"
"RAB31",1.4688080576374e-12,0.423436061039757,0.353,0.069,1.80560574525366e-08,"FCGR3A+ Monocyte","RAB31"
"ARPC5",1.6754745026359e-12,0.648589066986306,0.922,0.445,2.05966080609031e-08,"FCGR3A+ Monocyte","ARPC5"
"HNMT",1.85252520750914e-12,0.361584898455522,0.353,0.069,2.27730923759099e-08,"FCGR3A+ Monocyte","HNMT"
"SCPEP1",1.8950231411119e-12,0.477797534706169,0.373,0.079,2.32955194736885e-08,"FCGR3A+ Monocyte","SCPEP1"
"ZYX",1.98153439746206e-12,0.549056164052186,0.569,0.162,2.43590023480011e-08,"FCGR3A+ Monocyte","ZYX"
"ROGDI",1.98576015723854e-12,0.371015565325431,0.255,0.039,2.44109496129333e-08,"FCGR3A+ Monocyte","ROGDI"
"GNS",2.14609888562903e-12,0.423691507858197,0.333,0.064,2.63819936010377e-08,"FCGR3A+ Monocyte","GNS"
"MRPS35",3.78257301443285e-12,0.485831551416035,0.373,0.08,4.6499170066423e-08,"FCGR3A+ Monocyte","MRPS35"
"NOP10",3.88993690962692e-12,0.676565361062816,0.882,0.5,4.78189944300437e-08,"FCGR3A+ Monocyte","NOP10"
"CECR1",3.91649998377955e-12,0.632268444416016,0.451,0.116,4.8145534300602e-08,"FCGR3A+ Monocyte","CECR1"
"NUDT16",5.69613237956887e-12,0.398266683900386,0.314,0.058,7.00225553420401e-08,"FCGR3A+ Monocyte","NUDT16"
"POLD4",6.10136729096344e-12,0.683316676756869,0.725,0.297,7.50041081078136e-08,"FCGR3A+ Monocyte","POLD4"
"NADK",6.46924488228197e-12,0.538694019814767,0.333,0.069,7.95264273378923e-08,"FCGR3A+ Monocyte","NADK"
"SH3BGRL",7.22602606765863e-12,0.639758169643785,0.784,0.338,8.88295384497276e-08,"FCGR3A+ Monocyte","SH3BGRL"
"TALDO1",7.64090283549209e-12,0.632219248725701,0.784,0.297,9.39296185567043e-08,"FCGR3A+ Monocyte","TALDO1"
"GSTP1",7.6446104974779e-12,0.745226879668241,0.902,0.515,9.39751968454958e-08,"FCGR3A+ Monocyte","GSTP1"
"FAM45A",8.2272602438889e-12,0.573911771956016,0.529,0.153,1.01137710178126e-07,"FCGR3A+ Monocyte","FAM45A"
"CALHM2",8.33530456974584e-12,0.380539537033985,0.392,0.086,1.02465899075886e-07,"FCGR3A+ Monocyte","CALHM2"
"ARRB2",8.34165847733563e-12,0.632401526853514,0.686,0.234,1.02544007661887e-07,"FCGR3A+ Monocyte","ARRB2"
"ARID3A",8.37402289739562e-12,0.518728362372903,0.353,0.074,1.02941863477684e-07,"FCGR3A+ Monocyte","ARID3A"
"ATOX1",9.13524146190938e-12,0.428620861109033,0.569,0.162,1.12299523291252e-07,"FCGR3A+ Monocyte","ATOX1"
"KLF3",1.00745677394834e-11,0.483921391573179,0.431,0.103,1.2384666122147e-07,"FCGR3A+ Monocyte","KLF3"
"RNF13",1.11722944677775e-11,0.474297059249912,0.412,0.098,1.37341015892389e-07,"FCGR3A+ Monocyte","RNF13"
"YBX1",1.125533178044e-11,0.660711701859611,0.941,0.765,1.38361793576949e-07,"FCGR3A+ Monocyte","YBX1"
"H3F3A",1.26824880474764e-11,0.509314839195783,0.98,0.883,1.55905825567627e-07,"FCGR3A+ Monocyte","H3F3A"
"LAPTM4A",1.54956565269768e-11,0.490495753836487,0.51,0.138,1.90488105686126e-07,"FCGR3A+ Monocyte","LAPTM4A"
"SPN",1.68614923935921e-11,0.624314913507584,0.725,0.287,2.07278325994428e-07,"FCGR3A+ Monocyte","SPN"
"CAPZA1",1.68614956898635e-11,0.584818083131609,0.725,0.287,2.07278366515492e-07,"FCGR3A+ Monocyte","CAPZA1"
"CAP1",1.78934664150544e-11,0.580216040909334,0.882,0.421,2.19964382640263e-07,"FCGR3A+ Monocyte","CAP1"
"CYTIP",1.94963512630262e-11,0.609872757671937,0.686,0.254,2.39668646076382e-07,"FCGR3A+ Monocyte","CYTIP"
"PRKCD",2.16057886826922e-11,0.393017480905578,0.275,0.048,2.65599960276336e-07,"FCGR3A+ Monocyte","PRKCD"
"CSK",2.36109320665705e-11,0.579117218440481,0.686,0.252,2.90249187894351e-07,"FCGR3A+ Monocyte","CSK"
"RNPEP",3.43384288375171e-11,0.524010817962265,0.353,0.081,4.22122305699597e-07,"FCGR3A+ Monocyte","RNPEP"
"IGSF6",3.80836558416359e-11,0.296167927780191,0.314,0.061,4.6816238126123e-07,"FCGR3A+ Monocyte","IGSF6"
"GDI2",3.82401139305501e-11,0.56275062054425,0.745,0.287,4.70085720548253e-07,"FCGR3A+ Monocyte","GDI2"
"LTA4H",4.30986440053375e-11,0.588667062415332,0.588,0.192,5.29811630757614e-07,"FCGR3A+ Monocyte","LTA4H"
"WDR13",4.53074882084718e-11,0.342355303797733,0.314,0.062,5.56964952546744e-07,"FCGR3A+ Monocyte","WDR13"
"TRIM69",4.96177326362491e-11,0.381513009633021,0.333,0.069,6.0995078729741e-07,"FCGR3A+ Monocyte","TRIM69"
"VPS29",5.02170570901244e-11,0.557439103121225,0.647,0.229,6.17318282808899e-07,"FCGR3A+ Monocyte","VPS29"
"CTSZ",5.29979801103084e-11,0.491582885851437,0.373,0.086,6.51504169496021e-07,"FCGR3A+ Monocyte","CTSZ"
"SULF2",5.47145612824603e-11,0.350744346491142,0.294,0.056,6.72606101845285e-07,"FCGR3A+ Monocyte","SULF2"
"PAG1",6.59014582641833e-11,0.516336123720392,0.412,0.104,8.10126626441605e-07,"FCGR3A+ Monocyte","PAG1"
"PFN1",6.74218446686786e-11,0.372477110573159,1,0.976,8.28816736512066e-07,"FCGR3A+ Monocyte","PFN1"
"TOLLIP",6.92390352428550e-11,0.382494876657449,0.294,0.057,8.51155460240417e-07,"FCGR3A+ Monocyte","TOLLIP"
"TMSB4X",6.99017113937791e-11,0.332439327801914,1,0.999,8.59301738163727e-07,"FCGR3A+ Monocyte","TMSB4X"
"SLIRP",8.06417520168995e-11,0.560095868871678,0.725,0.272,9.91329057543745e-07,"FCGR3A+ Monocyte","SLIRP"
"VMP1",8.7146858852228e-11,0.505656593873306,0.569,0.176,1.07129633587044e-06,"FCGR3A+ Monocyte","VMP1"
"FAM89B",8.88551412370667e-11,0.425862683212875,0.373,0.086,1.09229625122726e-06,"FCGR3A+ Monocyte","FAM89B"
"DNASE2",1.05043664781408e-10,0.426861997450143,0.294,0.058,1.29130177115785e-06,"FCGR3A+ Monocyte","DNASE2"
"CKS1B",1.07349569520432e-10,0.420174663498678,0.294,0.057,1.31964825811467e-06,"FCGR3A+ Monocyte","CKS1B"
"PABPC4",1.10702027986237e-10,0.362674383294641,0.51,0.14,1.36086003003481e-06,"FCGR3A+ Monocyte","PABPC4"
"CFL1",1.30039607917406e-10,0.414628801299413,0.98,0.901,1.59857690012867e-06,"FCGR3A+ Monocyte","CFL1"
"NRBF2",1.37375288778387e-10,0.347750970697627,0.314,0.065,1.68875442495271e-06,"FCGR3A+ Monocyte","NRBF2"
"GRB2",1.81875532540734e-10,0.476216256361545,0.529,0.158,2.23579592152324e-06,"FCGR3A+ Monocyte","GRB2"
"CAT",2.06175653904319e-10,0.430605132545806,0.451,0.122,2.53451731344579e-06,"FCGR3A+ Monocyte","CAT"
"PRDX1",2.06689458840672e-10,0.576714382930819,0.667,0.249,2.54083351752838e-06,"FCGR3A+ Monocyte","PRDX1"
"CD44",2.10592802909585e-10,0.554327624989312,0.863,0.396,2.58881732616753e-06,"FCGR3A+ Monocyte","CD44"
"SHKBP1",2.11728567655278e-10,0.454382681117938,0.49,0.142,2.60277928218634e-06,"FCGR3A+ Monocyte","SHKBP1"
"HSPA1A",2.30055533943122e-10,0.521870358533599,0.412,0.109,2.82807267876279e-06,"FCGR3A+ Monocyte","HSPA1A"
"TPI1",2.37184000945285e-10,0.670142310151546,0.863,0.489,2.91570292362039e-06,"FCGR3A+ Monocyte","TPI1"
"CBWD1",2.38890194401941e-10,0.398810886994802,0.392,0.096,2.93667715978306e-06,"FCGR3A+ Monocyte","CBWD1"
"GNG5",2.47625614252241e-10,0.553240763194511,0.882,0.412,3.0440616760028e-06,"FCGR3A+ Monocyte","GNG5"
"VIM",2.47989886938325e-10,0.560196959517077,0.98,0.578,3.04853968013283e-06,"FCGR3A+ Monocyte","VIM"
"PGLS",2.61435134755305e-10,0.552331844349256,0.706,0.267,3.21382211154697e-06,"FCGR3A+ Monocyte","PGLS"
"RHOA",2.6179656746921e-10,0.617654121153172,0.922,0.498,3.218265203899e-06,"FCGR3A+ Monocyte","RHOA"
"CTSD",2.66840535625023e-10,0.550992570077934,0.627,0.213,3.28027070443841e-06,"FCGR3A+ Monocyte","CTSD"
"TRIM38",2.78148899684697e-10,0.399024100638427,0.412,0.104,3.41928442382398e-06,"FCGR3A+ Monocyte","TRIM38"
"ATP6V1B2",2.92880767872703e-10,0.391365413766783,0.392,0.097,3.60038327945914e-06,"FCGR3A+ Monocyte","ATP6V1B2"
"PTP4A2",3.02968414584743e-10,0.59013106328509,0.843,0.426,3.72439072049025e-06,"FCGR3A+ Monocyte","PTP4A2"
"CYB5R3",3.10843698243859e-10,0.3218779527649,0.275,0.053,3.82120158251176e-06,"FCGR3A+ Monocyte","CYB5R3"
"H2AFZ",3.38520356842083e-10,0.593907863611685,0.902,0.431,4.16143074665973e-06,"FCGR3A+ Monocyte","H2AFZ"
"C1orf162",3.46899054600206e-10,0.64636630964205,0.784,0.358,4.26443007820034e-06,"FCGR3A+ Monocyte","C1orf162"
"MAP2K3",3.51052013627016e-10,0.348650663561261,0.412,0.103,4.31548240351691e-06,"FCGR3A+ Monocyte","MAP2K3"
"SH2D3C",4.07199209266929e-10,0.417066738994012,0.275,0.053,5.00569987951836e-06,"FCGR3A+ Monocyte","SH2D3C"
"EMP3",4.19525169949704e-10,0.625712309982624,0.98,0.748,5.15722291419172e-06,"FCGR3A+ Monocyte","EMP3"
"ATG16L2",4.46898648545939e-10,0.284865778801559,0.255,0.046,5.49372508657522e-06,"FCGR3A+ Monocyte","ATG16L2"
"NUMB",4.74999477525004e-10,0.491850982465535,0.412,0.111,5.83916857721488e-06,"FCGR3A+ Monocyte","NUMB"
"CTSH",4.76153769801842e-10,0.517312670261761,0.373,0.095,5.85335829217405e-06,"FCGR3A+ Monocyte","CTSH"
"CAPZA2",4.79020089343378e-10,0.568392120033823,0.549,0.182,5.88859395829814e-06,"FCGR3A+ Monocyte","CAPZA2"
"TPMT",4.85533386152718e-10,0.307646303557045,0.255,0.047,5.96866191597536e-06,"FCGR3A+ Monocyte","TPMT"
"GCH1",4.90414439300535e-10,0.547571468618984,0.333,0.078,6.02866470232148e-06,"FCGR3A+ Monocyte","GCH1"
"PSMA4",5.01371992718854e-10,0.422629467281819,0.765,0.292,6.16336590649287e-06,"FCGR3A+ Monocyte","PSMA4"
"SERP1",5.03407858114470e-10,0.625734290417381,0.882,0.491,6.18839279980117e-06,"FCGR3A+ Monocyte","SERP1"
"TPM3",5.08166742372527e-10,0.55553162187882,0.843,0.394,6.24689376398548e-06,"FCGR3A+ Monocyte","TPM3"
"HLA-DPB1",5.15826513061933e-10,0.668556130380317,0.961,0.628,6.34105532507034e-06,"FCGR3A+ Monocyte","HLA-DPB1"
"LCP1",5.52743647562119e-10,0.575026533801578,0.863,0.41,6.79487765948112e-06,"FCGR3A+ Monocyte","LCP1"
"SMAP2",8.25543075304546e-10,0.432404365951202,0.431,0.115,1.01484010247188e-05,"FCGR3A+ Monocyte","SMAP2"
"CAPZB",8.43758657689644e-10,0.563862551710735,0.863,0.477,1.03723251789788e-05,"FCGR3A+ Monocyte","CAPZB"
"STK24",1.15526440743852e-09,0.397117323622951,0.275,0.056,1.42016653606417e-05,"FCGR3A+ Monocyte","STK24"
"MTHFS",1.17353139427498e-09,0.445489156634218,0.353,0.086,1.44262214298223e-05,"FCGR3A+ Monocyte","MTHFS"
"CYTH4",1.1825539776443e-09,0.371517799306751,0.569,0.175,1.45371360471814e-05,"FCGR3A+ Monocyte","CYTH4"
"NDUFS7",1.19292373179644e-09,0.477683754063353,0.745,0.282,1.46646114349736e-05,"FCGR3A+ Monocyte","NDUFS7"
"KIAA0930",1.20149415909427e-09,0.404002000763849,0.294,0.065,1.47699676977458e-05,"FCGR3A+ Monocyte","KIAA0930"
"ITGB2",1.24329576360555e-09,0.614129436883402,0.922,0.484,1.52838348220031e-05,"FCGR3A+ Monocyte","ITGB2"
"RIN3",1.29603697132103e-09,0.372731362281567,0.333,0.078,1.59321824884494e-05,"FCGR3A+ Monocyte","RIN3"
"CD33",1.33038910849213e-09,0.449573471685224,0.275,0.057,1.63544733106938e-05,"FCGR3A+ Monocyte","CD33"
"SNX10",1.36890053052335e-09,0.505849746251035,0.392,0.106,1.68278942217235e-05,"FCGR3A+ Monocyte","SNX10"
"DESI1",1.37516724715781e-09,0.333937047413839,0.294,0.062,1.69049309693109e-05,"FCGR3A+ Monocyte","DESI1"
"LAMTOR2",1.47833571033993e-09,0.472300744529113,0.706,0.254,1.81731808872088e-05,"FCGR3A+ Monocyte","LAMTOR2"
"DOCK2",1.52267666683451e-09,0.40295788657043,0.373,0.095,1.87182642653967e-05,"FCGR3A+ Monocyte","DOCK2"
"HLA-DQA2",1.60925924057306e-09,0.314274917304198,0.471,0.132,1.97826238443647e-05,"FCGR3A+ Monocyte","HLA-DQA2"
"TADA3",1.65641069328758e-09,0.478505834038023,0.471,0.142,2.03622566525842e-05,"FCGR3A+ Monocyte","TADA3"
"SLC25A3",1.74898822611364e-09,0.55184968088658,0.843,0.451,2.15003122636149e-05,"FCGR3A+ Monocyte","SLC25A3"
"PRR13",1.89512428081102e-09,0.523918026605741,0.902,0.447,2.32967627840099e-05,"FCGR3A+ Monocyte","PRR13"
"WASF2",1.97316979704041e-09,0.596988255131593,0.686,0.284,2.42561763150178e-05,"FCGR3A+ Monocyte","WASF2"
"CD4",2.104712486819e-09,0.488882746001811,0.353,0.09,2.5873230600466e-05,"FCGR3A+ Monocyte","CD4"
"PAK2",2.11151477884817e-09,0.429058011180809,0.392,0.106,2.59568511763805e-05,"FCGR3A+ Monocyte","PAK2"
"SAMSN1",2.27615240619257e-09,0.470634067009858,0.333,0.082,2.79807415293253e-05,"FCGR3A+ Monocyte","SAMSN1"
"ACAA1",2.32477513247525e-09,0.453154483153726,0.392,0.108,2.85784607035183e-05,"FCGR3A+ Monocyte","ACAA1"
"SEC11A",2.37096743458256e-09,0.53428485398353,0.765,0.343,2.91463026733235e-05,"FCGR3A+ Monocyte","SEC11A"
"GSTO1",2.71105537255331e-09,0.499193940738671,0.608,0.217,3.33270036947978e-05,"FCGR3A+ Monocyte","GSTO1"
"TMBIM4.1",2.94398502213581e-09,0.444746669616344,0.784,0.331,3.61904078771155e-05,"FCGR3A+ Monocyte","TMBIM4.1"
"MTPN",2.94800589254516e-09,0.535444876131854,0.51,0.17,3.62398364370576e-05,"FCGR3A+ Monocyte","MTPN"
"PTPN18",3.06958968021361e-09,0.424309549882742,0.471,0.142,3.77344659388659e-05,"FCGR3A+ Monocyte","PTPN18"
"SERF2",3.16423963038791e-09,0.35076567193512,0.98,0.925,3.88979977763586e-05,"FCGR3A+ Monocyte","SERF2"
"REEP5",3.18865003398387e-09,0.412728474453187,0.667,0.241,3.91980748677638e-05,"FCGR3A+ Monocyte","REEP5"
"PQLC3",3.22394912189805e-09,0.352510839442344,0.451,0.131,3.96320065554928e-05,"FCGR3A+ Monocyte","PQLC3"
"NUCB1",3.24633082909399e-09,0.347829152932734,0.431,0.12,3.99071448820524e-05,"FCGR3A+ Monocyte","NUCB1"
"FLII",3.40246947312281e-09,0.34598621208839,0.314,0.073,4.18265572330987e-05,"FCGR3A+ Monocyte","FLII"
"ZBTB7A",3.84183149697407e-09,0.400187910943533,0.49,0.153,4.72276345923022e-05,"FCGR3A+ Monocyte","ZBTB7A"
"ARAP1",4.05145746665639e-09,0.325716587331299,0.275,0.058,4.9804566637607e-05,"FCGR3A+ Monocyte","ARAP1"
"ZEB2",4.07573207652974e-09,0.405714372900721,0.49,0.153,5.01029744167801e-05,"FCGR3A+ Monocyte","ZEB2"
"NUDT3",4.47454145484286e-09,0.404629750366328,0.353,0.09,5.50055381043832e-05,"FCGR3A+ Monocyte","NUDT3"
"EIF1",4.80294735541436e-09,0.401538214983153,1,0.943,5.90426318401087e-05,"FCGR3A+ Monocyte","EIF1"
"TMBIM1",5.55032609497876e-09,0.335337972774642,0.255,0.052,6.82301586855739e-05,"FCGR3A+ Monocyte","TMBIM1"
"GLUL",5.92485578008265e-09,0.380996664908757,0.392,0.107,7.2834252104556e-05,"FCGR3A+ Monocyte","GLUL"
"NPTN",6.60917569690951e-09,0.391658151599994,0.314,0.075,8.12465968421086e-05,"FCGR3A+ Monocyte","NPTN"
"PNPLA6",7.69222919989804e-09,0.380472094268391,0.255,0.053,9.45605735543467e-05,"FCGR3A+ Monocyte","PNPLA6"
"ARRDC1",7.79536437430377e-09,0.351609814298531,0.392,0.106,9.58284142533162e-05,"FCGR3A+ Monocyte","ARRDC1"
