"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"NFKBIZ",2.46805931788786e-48,0.733856347853233,0.451,0.026,3.03398531947955e-44,"FCGR3A+ Monocyte","NFKBIZ"
"MTSS1",3.51000331920173e-48,0.929912653397012,0.529,0.039,4.31484708029468e-44,"FCGR3A+ Monocyte","MTSS1"
"FCER1G",2.82529670465462e-47,2.03357545088299,0.98,0.228,3.47313723903193e-43,"FCGR3A+ Monocyte","FCER1G"
"EMR1",3.14319931784212e-47,0.751256681871382,0.353,0.015,3.86393492142332e-43,"FCGR3A+ Monocyte","EMR1"
"PTP4A3",1.54636484882564e-46,0.599093176499247,0.353,0.015,1.90094630866136e-42,"FCGR3A+ Monocyte","PTP4A3"
"SECTM1",2.00222395704382e-46,0.842049994277737,0.431,0.025,2.46133391039397e-42,"FCGR3A+ Monocyte","SECTM1"
"TESC",8.96493362205005e-46,0.953890707389657,0.627,0.061,1.10205929015861e-41,"FCGR3A+ Monocyte","TESC"
"NEURL1",3.13354505867068e-45,0.593634035381937,0.255,0.006,3.85206694062387e-41,"FCGR3A+ Monocyte","NEURL1"
"SLC2A6",2.2291722716044e-44,0.89346076520335,0.471,0.033,2.74032147348329e-40,"FCGR3A+ Monocyte","SLC2A6"
"HK3",2.87870480788125e-44,0.610032741406473,0.333,0.014,3.53879182032842e-40,"FCGR3A+ Monocyte","HK3"
"BRI3",7.0190411961992e-44,1.23131609027455,0.804,0.124,8.62850734248768e-40,"FCGR3A+ Monocyte","BRI3"
"AIF1",8.02584869613702e-44,2.11275622145638,1,0.301,9.86617580216124e-40,"FCGR3A+ Monocyte","AIF1"
"RAB24",4.06449600079373e-43,1.10291475394745,0.647,0.072,4.99648493377574e-39,"FCGR3A+ Monocyte","RAB24"
"PLXNB2",6.43291692133104e-43,0.68844473934855,0.353,0.017,7.90798477139225e-39,"FCGR3A+ Monocyte","PLXNB2"
"RHOB",1.31049748918547e-42,0.863040736937231,0.451,0.032,1.6109945634557e-38,"FCGR3A+ Monocyte","RHOB"
"RRAS",2.25620639153247e-42,0.633844882308266,0.353,0.017,2.77355451711087e-38,"FCGR3A+ Monocyte","RRAS"
"CST3",1.69417662445289e-41,1.58272319586301,1,0.205,2.08265132443993e-37,"FCGR3A+ Monocyte","CST3"
"LILRA1",4.02445530458286e-41,0.650513692707921,0.431,0.03,4.94726290592371e-37,"FCGR3A+ Monocyte","LILRA1"
"PSAP",1.5208356572517e-40,1.8354011352639,1,0.325,1.86956327345952e-36,"FCGR3A+ Monocyte","PSAP"
"BID",3.65244824533407e-40,1.18983187085795,0.784,0.123,4.48995462798917e-36,"FCGR3A+ Monocyte","BID"
"PLAUR",2.31008459565401e-39,0.615041766333397,0.392,0.025,2.83978699343747e-35,"FCGR3A+ Monocyte","PLAUR"
"LILRB1",2.73076464873477e-39,0.682999359542392,0.412,0.028,3.35692898268965e-35,"FCGR3A+ Monocyte","LILRB1"
"CLEC7A",6.12960842711081e-39,1.00818757285729,0.725,0.099,7.53512763944731e-35,"FCGR3A+ Monocyte","CLEC7A"
"CFP",1.00363483422599e-38,1.16684475969615,0.784,0.124,1.23376830171401e-34,"FCGR3A+ Monocyte","CFP"
"SAT1",1.60688312476733e-38,2.08193483028739,0.98,0.347,1.97534142527648e-34,"FCGR3A+ Monocyte","SAT1"
"POU2F2",7.32584680001832e-38,1.04841108687056,0.804,0.135,9.00566347126252e-34,"FCGR3A+ Monocyte","POU2F2"
"CPPED1",1.18673095853732e-37,0.777953107625016,0.627,0.074,1.45884836732993e-33,"FCGR3A+ Monocyte","CPPED1"
"AP2A1",1.28196564554095e-37,0.758849696729675,0.529,0.051,1.57592036806349e-33,"FCGR3A+ Monocyte","AP2A1"
"TBXAS1",1.35347131593095e-37,0.782136819215185,0.471,0.04,1.66382228867392e-33,"FCGR3A+ Monocyte","TBXAS1"
"CYBRD1",1.71881627915221e-37,0.516031459082482,0.314,0.015,2.11294085196181e-33,"FCGR3A+ Monocyte","CYBRD1"
"FAM26F",4.44330582486902e-37,1.25966380210713,0.882,0.168,5.46215585051148e-33,"FCGR3A+ Monocyte","FAM26F"
"LGALS3",5.39086734036686e-37,1.17853827211201,0.784,0.132,6.62699322151298e-33,"FCGR3A+ Monocyte","LGALS3"
"C19orf38",1.65217210638081e-36,0.807397921022498,0.569,0.065,2.03101517037393e-32,"FCGR3A+ Monocyte","C19orf38"
"INSIG1",1.80935725101599e-36,0.639386520702928,0.49,0.044,2.22424286867396e-32,"FCGR3A+ Monocyte","INSIG1"
"SLC16A3",7.09978924175895e-36,0.881216525680753,0.549,0.062,8.72777091489428e-32,"FCGR3A+ Monocyte","SLC16A3"
"DUSP6",9.76502979441548e-36,0.972753536488548,0.608,0.076,1.2004151126275e-31,"FCGR3A+ Monocyte","DUSP6"
"STXBP2",2.69973393980386e-35,1.60767750958012,0.824,0.185,3.31878293220089e-31,"FCGR3A+ Monocyte","STXBP2"
"TNFRSF1B",4.99938777878422e-35,1.12294479713366,0.765,0.135,6.14574739645944e-31,"FCGR3A+ Monocyte","TNFRSF1B"
"CYBB",5.23477081246485e-35,1.02590162832888,0.765,0.123,6.43510375976304e-31,"FCGR3A+ Monocyte","CYBB"
"TIMP1",1.20043389956127e-34,1.24200245567896,0.824,0.172,1.47569339273067e-30,"FCGR3A+ Monocyte","TIMP1"
"TYMP",1.86740542372738e-34,1.35232328436709,0.98,0.256,2.29560148738807e-30,"FCGR3A+ Monocyte","TYMP"
"PPM1N",1.86848530965175e-34,0.78381005698825,0.392,0.03,2.29692899115489e-30,"FCGR3A+ Monocyte","PPM1N"
"MAPKAPK3",2.077241518454e-34,0.885192065375038,0.588,0.074,2.5535529986355e-30,"FCGR3A+ Monocyte","MAPKAPK3"
"RGS2",7.07513379404187e-34,0.847684052020151,0.627,0.084,8.69746197301567e-30,"FCGR3A+ Monocyte","RGS2"
"FBP1",1.00164542970145e-33,0.571503467317701,0.353,0.024,1.23132272673199e-29,"FCGR3A+ Monocyte","FBP1"
"C3AR1",2.17721298201621e-33,0.639895633996448,0.314,0.019,2.67644791879252e-29,"FCGR3A+ Monocyte","C3AR1"
"CD300E",2.19208846763721e-33,0.675750754969453,0.431,0.038,2.69473435326642e-29,"FCGR3A+ Monocyte","CD300E"
"IFI30",6.40698637778099e-33,0.692864240096311,0.451,0.044,7.87610835420617e-29,"FCGR3A+ Monocyte","IFI30"
"DUSP5",3.30750120526575e-32,0.476282760798596,0.275,0.014,4.06591123163318e-28,"FCGR3A+ Monocyte","DUSP5"
"ASAH1",2.29227973092144e-31,0.994630682700765,0.843,0.175,2.81789947322172e-27,"FCGR3A+ Monocyte","ASAH1"
"UNC119",2.32069359082435e-31,0.833796246098429,0.51,0.06,2.85282863120037e-27,"FCGR3A+ Monocyte","UNC119"
"FAM110A",3.96163521248444e-31,1.00589623305369,0.588,0.086,4.87003816670712e-27,"FCGR3A+ Monocyte","FAM110A"
"SLC7A7",5.38199244486724e-31,0.887859082236082,0.627,0.093,6.61608331247529e-27,"FCGR3A+ Monocyte","SLC7A7"
"FCN1",5.95507477941533e-31,1.37854323696026,0.843,0.179,7.32057342633526e-27,"FCGR3A+ Monocyte","FCN1"
"S100A11",1.75920573052634e-30,1.5149046298375,1,0.575,2.16259160453604e-26,"FCGR3A+ Monocyte","S100A11"
"TYROBP",2.04685986546417e-30,1.39702074397598,1,0.303,2.5162048326151e-26,"FCGR3A+ Monocyte","TYROBP"
"COTL1",2.58269667362695e-30,1.46460405623474,1,0.554,3.17490902088961e-26,"FCGR3A+ Monocyte","COTL1"
"RARA",3.42535616434246e-30,0.525035187825575,0.333,0.024,4.21079033282619e-26,"FCGR3A+ Monocyte","RARA"
"FTH1",3.8907947955998e-30,1.75483587337265,1,0.935,4.78295404223084e-26,"FCGR3A+ Monocyte","FTH1"
"CSTB",5.44719758474764e-30,1.40818529824449,0.961,0.405,6.69623999093028e-26,"FCGR3A+ Monocyte","CSTB"
"NAPRT1",1.14056000727015e-29,0.823271414324089,0.451,0.05,1.4020904169372e-25,"FCGR3A+ Monocyte","NAPRT1"
"SMCO4",1.34414625128641e-29,0.882351347940204,0.725,0.13,1.65235898670639e-25,"FCGR3A+ Monocyte","SMCO4"
"NPC2",2.43995641330274e-29,1.32125714693582,0.961,0.309,2.99943841887305e-25,"FCGR3A+ Monocyte","NPC2"
"ABI3",2.54480672802935e-29,1.00038890103221,0.882,0.198,3.12833091076648e-25,"FCGR3A+ Monocyte","ABI3"
"IER5",5.38392689727848e-29,0.654203867133511,0.431,0.045,6.61846133482444e-25,"FCGR3A+ Monocyte","IER5"
"SLC15A3",5.90536458159327e-29,0.538787389455922,0.275,0.017,7.25946468015261e-25,"FCGR3A+ Monocyte","SLC15A3"
"RELT",7.28928596890601e-29,0.474128508715376,0.255,0.014,8.96071924157615e-25,"FCGR3A+ Monocyte","RELT"
"CTSS",1.05065874327398e-28,1.30953318487853,1,0.36,1.2915747931067e-24,"FCGR3A+ Monocyte","CTSS"
"S100A4",1.38078688307707e-28,1.19596500176396,1,0.881,1.69740131536664e-24,"FCGR3A+ Monocyte","S100A4"
"CLEC12A",2.62891066203673e-28,0.865268041158266,0.647,0.108,3.23171987684175e-24,"FCGR3A+ Monocyte","CLEC12A"
"TMEM176A",5.95311834246459e-28,0.805418815100818,0.51,0.068,7.31816837839172e-24,"FCGR3A+ Monocyte","TMEM176A"
"LYL1",1.46267991361435e-27,0.735991992509616,0.529,0.078,1.79807241780612e-23,"FCGR3A+ Monocyte","LYL1"
"LILRA2",2.1247050711917e-27,0.678034018481134,0.412,0.045,2.61189994401596e-23,"FCGR3A+ Monocyte","LILRA2"
"SH2B3",3.68461773760926e-27,0.661063933823636,0.412,0.045,4.52950058484306e-23,"FCGR3A+ Monocyte","SH2B3"
"NCF2",4.33131184410115e-27,0.775789299202116,0.627,0.103,5.32448164995354e-23,"FCGR3A+ Monocyte","NCF2"
"LPCAT2",5.56160117985921e-27,0.488820185118444,0.255,0.015,6.83687633040093e-23,"FCGR3A+ Monocyte","LPCAT2"
"STX11",9.61243383039159e-27,0.762501437761695,0.51,0.073,1.18165649077004e-22,"FCGR3A+ Monocyte","STX11"
"PIK3AP1",1.22084694591735e-26,0.853567218731565,0.471,0.062,1.5007871506162e-22,"FCGR3A+ Monocyte","PIK3AP1"
"ANXA2",1.40602938610523e-26,1.20687513845414,0.902,0.269,1.72843192433916e-22,"FCGR3A+ Monocyte","ANXA2"
"LGALS9",2.91051093447553e-26,0.919430291365991,0.667,0.128,3.57789109175076e-22,"FCGR3A+ Monocyte","LGALS9"
"FTL",3.69141187258945e-26,1.58008551724237,1,0.938,4.53785261497421e-22,"FCGR3A+ Monocyte","FTL"
"C20orf27",4.27657692883334e-26,0.852453524745958,0.627,0.113,5.25719601861483e-22,"FCGR3A+ Monocyte","C20orf27"
"FGD2",4.60973047926797e-26,0.783678164024752,0.49,0.069,5.66674167816411e-22,"FCGR3A+ Monocyte","FGD2"
"CEBPA",5.07308003839852e-26,0.577108226863969,0.294,0.023,6.2363372912033e-22,"FCGR3A+ Monocyte","CEBPA"
"RNH1",9.00052819539179e-26,0.97156266349842,0.804,0.195,1.10643493105951e-21,"FCGR3A+ Monocyte","RNH1"
"ANXA5",1.70994376971078e-25,0.916756919561258,0.784,0.187,2.10203387610546e-21,"FCGR3A+ Monocyte","ANXA5"
"FGL2",4.67655830483863e-25,0.712542722169761,0.765,0.155,5.74889312413813e-21,"FCGR3A+ Monocyte","FGL2"
"SYNGR2",5.441452154716e-25,0.953825062043377,0.667,0.14,6.68917713379237e-21,"FCGR3A+ Monocyte","SYNGR2"
"CSTA",6.0805619700543e-25,0.574721153259768,0.882,0.178,7.47483482978775e-21,"FCGR3A+ Monocyte","CSTA"
"RXRA",1.03786779527629e-24,0.654213048663425,0.412,0.05,1.27585088073314e-20,"FCGR3A+ Monocyte","RXRA"
"HLA-DPA1",1.36889999076007e-24,1.21384928861597,1,0.492,1.68278875864136e-20,"FCGR3A+ Monocyte","HLA-DPA1"
"FKBP15",1.60695861985752e-24,0.553013338431631,0.373,0.04,1.97543423139085e-20,"FCGR3A+ Monocyte","FKBP15"
"MTMR11",2.04967783669968e-24,0.62382091569178,0.333,0.033,2.51966896465491e-20,"FCGR3A+ Monocyte","MTMR11"
"GPR137B",3.22707797170784e-24,0.501539501752152,0.314,0.028,3.96704695062044e-20,"FCGR3A+ Monocyte","GPR137B"
"TUBA1A",4.4471507826286e-24,1.07520557560787,0.745,0.19,5.46688245708534e-20,"FCGR3A+ Monocyte","TUBA1A"
"APH1B",5.47536893860385e-24,0.417011144962737,0.314,0.028,6.73087103622571e-20,"FCGR3A+ Monocyte","APH1B"
"ADAP2",6.81543651876418e-24,0.46567435246585,0.275,0.022,8.37821611251681e-20,"FCGR3A+ Monocyte","ADAP2"
"PTGIR",7.45714480090502e-24,0.518868765488964,0.255,0.019,9.16706810375254e-20,"FCGR3A+ Monocyte","PTGIR"
"RAB32",7.83387868234172e-24,0.632919190129844,0.529,0.083,9.63018706420267e-20,"FCGR3A+ Monocyte","RAB32"
"ZFAND5",1.17443539327519e-23,0.850507985414526,0.667,0.143,1.44373342895319e-19,"FCGR3A+ Monocyte","ZFAND5"
"DOCK5",1.55505518998408e-23,0.536599183229329,0.333,0.033,1.91162934504743e-19,"FCGR3A+ Monocyte","DOCK5"
"OAZ1",1.74655653464518e-23,0.87016954096603,1,0.888,2.14704194803932e-19,"FCGR3A+ Monocyte","OAZ1"
"MCOLN1",2.2825351001274e-23,0.448889484832835,0.314,0.029,2.80592039858661e-19,"FCGR3A+ Monocyte","MCOLN1"
"SIDT2",2.3370117339486e-23,0.47187420090995,0.255,0.019,2.87288852454301e-19,"FCGR3A+ Monocyte","SIDT2"
"NAGA",3.99290809026661e-23,0.495101080094433,0.353,0.038,4.90848191536474e-19,"FCGR3A+ Monocyte","NAGA"
"CD300LF",4.78729671752922e-23,0.47623006646293,0.294,0.026,5.88502385485866e-19,"FCGR3A+ Monocyte","CD300LF"
"S100A6",4.99959435312323e-23,1.10527548977358,1,0.872,6.14600133829438e-19,"FCGR3A+ Monocyte","S100A6"
"SOD2",8.32639410209136e-23,0.922819931998474,0.706,0.158,1.02356362697009e-18,"FCGR3A+ Monocyte","SOD2"
"EHBP1L1",1.50845687947698e-22,0.531839014644901,0.392,0.048,1.85434604194105e-18,"FCGR3A+ Monocyte","EHBP1L1"
"APOBEC3A",1.78247086164079e-22,0.719295553691427,0.294,0.027,2.19119143021502e-18,"FCGR3A+ Monocyte","APOBEC3A"
"VASP",2.09309882078822e-22,0.938458554637644,0.784,0.21,2.57304638039496e-18,"FCGR3A+ Monocyte","VASP"
"PYCARD",2.86895336863815e-22,1.01519180600825,0.922,0.354,3.52680437606688e-18,"FCGR3A+ Monocyte","PYCARD"
"NAP1L1",2.97498313535354e-22,1.04476086019607,1,0.587,3.65714676829011e-18,"FCGR3A+ Monocyte","NAP1L1"
"TKT",3.00802259880284e-22,1.00251367375019,0.863,0.264,3.69776218070833e-18,"FCGR3A+ Monocyte","TKT"
"UTRN",3.5127952739368e-22,0.718363940129397,0.529,0.09,4.31827923025051e-18,"FCGR3A+ Monocyte","UTRN"
"DUSP1",4.9622040437488e-22,0.78795464062126,0.471,0.074,6.1000374309804e-18,"FCGR3A+ Monocyte","DUSP1"
"GRN",5.83116473986688e-22,0.688744808273798,0.745,0.165,7.16825081471836e-18,"FCGR3A+ Monocyte","GRN"
"ACTB",1.0522456536138e-21,0.796973076223428,1,0.987,1.29352558198745e-17,"FCGR3A+ Monocyte","ACTB"
"TSPO",1.38614879079032e-21,1.03135056602274,0.961,0.387,1.70399270851854e-17,"FCGR3A+ Monocyte","TSPO"
"PHF19",1.6322111195524e-21,0.431850014083973,0.294,0.028,2.00647712926576e-17,"FCGR3A+ Monocyte","PHF19"
"TTYH3",1.97101259562077e-21,0.525916086641798,0.353,0.042,2.42296578379661e-17,"FCGR3A+ Monocyte","TTYH3"
"TUBA1B",3.21466902242377e-21,1.0253476324061,0.922,0.339,3.95179262926554e-17,"FCGR3A+ Monocyte","TUBA1B"
"FGR",5.17726698411657e-21,0.894268384388073,0.765,0.21,6.3644143035745e-17,"FCGR3A+ Monocyte","FGR"
"RAB10",8.61665881378325e-21,0.792964267939706,0.608,0.134,1.05924586797837e-16,"FCGR3A+ Monocyte","RAB10"
"NEAT1",1.0548307759885e-20,1.06002732792596,0.98,0.676,1.29670347292266e-16,"FCGR3A+ Monocyte","NEAT1"
"C10orf54",2.2197678286547e-20,0.908151222027104,0.824,0.251,2.72876059176522e-16,"FCGR3A+ Monocyte","C10orf54"
"RGS18",2.99006508589156e-20,0.511376303783154,0.392,0.055,3.6756870100865e-16,"FCGR3A+ Monocyte","RGS18"
"CD86",3.04702487856431e-20,0.510941731287138,0.314,0.036,3.7457076832191e-16,"FCGR3A+ Monocyte","CD86"
"CUX1",7.66259388080803e-20,0.703947721810654,0.392,0.058,9.41962665767731e-16,"FCGR3A+ Monocyte","CUX1"
"SLC31A2",9.23002307847252e-20,0.742186788328871,0.353,0.048,1.13464673703663e-15,"FCGR3A+ Monocyte","SLC31A2"
"VPS53",1.15008877413318e-19,0.686643737195297,0.451,0.075,1.41380413004192e-15,"FCGR3A+ Monocyte","VPS53"
"MAP3K11",1.20226655975235e-19,0.557681899858276,0.412,0.063,1.47794628190356e-15,"FCGR3A+ Monocyte","MAP3K11"
"FPR1",1.36940164709977e-19,0.568711443378359,0.49,0.086,1.68340544477974e-15,"FCGR3A+ Monocyte","FPR1"
"RHOG",1.52180658477583e-19,0.848316619496169,0.902,0.323,1.87075683466493e-15,"FCGR3A+ Monocyte","RHOG"
"ATG3",1.75434553418481e-19,0.848953105755645,0.745,0.208,2.15661696517339e-15,"FCGR3A+ Monocyte","ATG3"
"SCIMP",2.11250300194247e-19,0.635954392661154,0.392,0.059,2.59689994028788e-15,"FCGR3A+ Monocyte","SCIMP"
"GRINA",2.58292858473304e-19,0.563770216352433,0.431,0.069,3.17519410921232e-15,"FCGR3A+ Monocyte","GRINA"
"IFNGR2",2.68556090644214e-19,0.765094128624935,0.588,0.128,3.30136002228932e-15,"FCGR3A+ Monocyte","IFNGR2"
"NAAA",3.24798803899822e-19,0.76462231309596,0.627,0.145,3.99275169634052e-15,"FCGR3A+ Monocyte","NAAA"
"LGALS1",3.82991411031023e-19,0.891237403454693,0.98,0.37,4.70811341580437e-15,"FCGR3A+ Monocyte","LGALS1"
"ARPC1B",4.16112101329234e-19,0.862158864540467,1,0.571,5.11526606164028e-15,"FCGR3A+ Monocyte","ARPC1B"
"TMEM154",4.38764910186936e-19,0.577123700174919,0.412,0.063,5.39373704092801e-15,"FCGR3A+ Monocyte","TMEM154"
"ARRB1",6.44091077706252e-19,0.626771501314393,0.294,0.034,7.91781161824295e-15,"FCGR3A+ Monocyte","ARRB1"
"NINJ1",7.14587670948651e-19,0.694148110740448,0.51,0.099,8.78442623897177e-15,"FCGR3A+ Monocyte","NINJ1"
"ATP6V0B",9.58109334533051e-19,0.723254228303819,0.902,0.302,1.17780380494148e-14,"FCGR3A+ Monocyte","ATP6V0B"
"NAMPT",1.32731306518563e-18,0.392720653101549,0.255,0.025,1.63166595103269e-14,"FCGR3A+ Monocyte","NAMPT"
"MPEG1",1.53031096956092e-18,0.664753537867275,0.588,0.125,1.88121127488124e-14,"FCGR3A+ Monocyte","MPEG1"
"HSBP1",1.97871056583804e-18,0.748783070266273,0.804,0.233,2.43242889858471e-14,"FCGR3A+ Monocyte","HSBP1"
"FKBP1A",2.24910960988761e-18,0.935691976861689,0.922,0.386,2.76483044343484e-14,"FCGR3A+ Monocyte","FKBP1A"
"CX3CR1",3.52541546882189e-18,0.768092734622014,0.784,0.22,4.33379323582274e-14,"FCGR3A+ Monocyte","CX3CR1"
"NFAM1",5.39165247042947e-18,0.427221402584718,0.275,0.031,6.62795838189894e-14,"FCGR3A+ Monocyte","NFAM1"
"PAK1",5.65096008681481e-18,0.39441276705374,0.353,0.049,6.94672523472144e-14,"FCGR3A+ Monocyte","PAK1"
"MARCKS",5.80336098492092e-18,0.559849639948973,0.373,0.056,7.13407165876328e-14,"FCGR3A+ Monocyte","MARCKS"
"RNF130",6.26318380189876e-18,0.533549696460824,0.667,0.153,7.69933184767414e-14,"FCGR3A+ Monocyte","RNF130"
"CYBA",7.65774331916822e-18,0.704698667678985,1,0.89,9.41366386225349e-14,"FCGR3A+ Monocyte","CYBA"
"CD151",8.76820104758397e-18,0.487522818603895,0.314,0.04,1.0778749547795e-13,"FCGR3A+ Monocyte","CD151"
"PCGF5",1.51379554447102e-17,0.627663897902372,0.529,0.11,1.86090886281823e-13,"FCGR3A+ Monocyte","PCGF5"
"TNFSF10",1.74888255887876e-17,0.870963678030852,0.647,0.173,2.14990132962966e-13,"FCGR3A+ Monocyte","TNFSF10"
"PRAM1",2.16946103090581e-17,0.545798115726707,0.373,0.058,2.66691844529252e-13,"FCGR3A+ Monocyte","PRAM1"
"PRELID1",2.22896484425542e-17,0.794573936663411,0.902,0.383,2.74006648304318e-13,"FCGR3A+ Monocyte","PRELID1"
"MYL6",2.58020263379634e-17,0.738808813409807,0.98,0.886,3.17184309772584e-13,"FCGR3A+ Monocyte","MYL6"
"FAM46A",2.74697541740773e-17,0.534499013060042,0.353,0.052,3.37685688061932e-13,"FCGR3A+ Monocyte","FAM46A"
"TNFAIP2",3.6457064302649e-17,0.649966745384872,0.392,0.065,4.48166691472464e-13,"FCGR3A+ Monocyte","TNFAIP2"
"LY96",3.74346138421381e-17,0.607123445354024,0.549,0.117,4.60183707961404e-13,"FCGR3A+ Monocyte","LY96"
"CD79B",4.97826263444311e-17,0.328811962347406,0.51,0.099,6.11977825652092e-13,"FCGR3A+ Monocyte","CD79B"
