"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"CSTA",2.43891325450805e-74,1.24415494536152,0.542,0.052,3.36765142182471e-70,"Neutrophils","CSTA"
"HLA-DMB",6.02741541749832e-68,1.15437417384439,0.518,0.052,8.32265520848167e-64,"Neutrophils","HLA-DMB"
"LYZ",3.12049960910297e-66,1.73886638036972,0.807,0.144,4.30878586024938e-62,"Neutrophils","LYZ"
"HLA-DQB1",6.92136218333595e-64,1.6837171233819,0.699,0.109,9.55701690275028e-60,"Neutrophils","HLA-DQB1"
"GRN",1.44892409965388e-63,0.980811720799237,0.458,0.043,2.00067439680208e-59,"Neutrophils","GRN"
"HLA-DQA2",5.22308808007728e-63,1.14103774008506,0.566,0.066,7.2120400209707e-59,"Neutrophils","HLA-DQA2"
"TYROBP",9.08140132465877e-58,1.03754239930915,0.819,0.139,1.25395989490888e-53,"Neutrophils","TYROBP"
"FCGRT",5.61271804320701e-57,1.01007877997373,0.458,0.047,7.75004107406024e-53,"Neutrophils","FCGRT"
"HLA-DRA",9.8255141756964e-54,1.97127824363404,0.976,0.414,1.35670699738016e-49,"Neutrophils","HLA-DRA"
"GPX1",1.2638380355619e-53,1.21622858034711,0.771,0.141,1.74510755950388e-49,"Neutrophils","GPX1"
"RNF130",2.89508503972024e-53,0.802954001921402,0.337,0.028,3.9975334228457e-49,"Neutrophils","RNF130"
"ANXA2",1.58153429586772e-52,1.01306994104067,0.614,0.089,2.18378255573415e-48,"Neutrophils","ANXA2"
"C20orf27",3.07500704806318e-51,0.955481439849162,0.422,0.046,4.24596973196564e-47,"Neutrophils","C20orf27"
"FGL2",1.05169462924186e-50,0.836809572263491,0.458,0.052,1.45217994405717e-46,"Neutrophils","FGL2"
"LGALS9",7.96416693324288e-50,0.910260187073551,0.434,0.049,1.09969217014218e-45,"Neutrophils","LGALS9"
"CD74",8.56178195124535e-50,1.63492138085824,1,0.603,1.18221085182796e-45,"Neutrophils","CD74"
"CFP",2.69610856315463e-49,0.825939320882057,0.313,0.026,3.72278670400391e-45,"Neutrophils","CFP"
"HLA-DPA1",1.8581452263003e-48,1.64273408575617,0.928,0.318,2.56572692847546e-44,"Neutrophils","HLA-DPA1"
"FAM26F",5.82595333421814e-47,0.788416876440391,0.386,0.04,8.04447636388841e-43,"Neutrophils","FAM26F"
"AMICA1",1.78158182399037e-46,0.841905832015552,0.41,0.046,2.4600081825659e-42,"Neutrophils","AMICA1"
"NPC2",8.24722379000434e-44,0.816336384000705,0.602,0.096,1.1387766609238e-39,"Neutrophils","NPC2"
"C1orf162",2.20534439347514e-41,0.857947323149846,0.627,0.108,3.04513953851048e-37,"Neutrophils","C1orf162"
"HLA-DPB1",2.25470956333198e-39,1.58082237921156,0.952,0.477,3.11330296504879e-35,"Neutrophils","HLA-DPB1"
"AIF1",2.98712164417029e-39,0.91072013725964,0.687,0.14,4.12461756627034e-35,"Neutrophils","AIF1"
"HCK",2.80955181433328e-38,0.664257565487967,0.265,0.024,3.87942914523139e-34,"Neutrophils","HCK"
"SAMHD1",4.4975453078504e-37,0.866623428619117,0.446,0.066,6.21021056107983e-33,"Neutrophils","SAMHD1"
"HLA-DMA",1.02755418606279e-36,0.976631420515605,0.578,0.108,1.4188468201155e-32,"Neutrophils","HLA-DMA"
"SYNGR2",1.67934464240799e-36,0.695344584810901,0.373,0.048,2.31883908223696e-32,"Neutrophils","SYNGR2"
"NAGK",7.16530861444574e-36,0.769208584080419,0.325,0.038,9.89385813482667e-32,"Neutrophils","NAGK"
"PLP2",3.75256232853508e-35,0.846815441235026,0.361,0.048,5.18153806324124e-31,"Neutrophils","PLP2"
"HLA-DRB1",3.14472549579525e-34,1.30789983105603,0.928,0.351,4.34223696459408e-30,"Neutrophils","HLA-DRB1"
"CNPY3",8.2574836338095e-34,0.626929098531295,0.446,0.069,1.14019334015642e-29,"Neutrophils","CNPY3"
"TYMP",1.61300197927054e-33,1.01571195725255,0.675,0.151,2.22723313297677e-29,"Neutrophils","TYMP"
"APEX1",2.95511274698605e-30,0.715055540530343,0.398,0.063,4.08041968103834e-26,"Neutrophils","APEX1"
"MPEG1",6.8274020990899e-30,0.660725698780832,0.313,0.041,9.42727681842334e-26,"Neutrophils","MPEG1"
"VIM",5.806254155627e-29,1.05653782433457,0.867,0.312,8.01727573808977e-25,"Neutrophils","VIM"
"TUBA1B",6.92813413978217e-29,0.705919270094982,0.675,0.159,9.56636762021122e-25,"Neutrophils","TUBA1B"
"LGALS1",9.99537768180874e-29,0.921945370957019,0.795,0.241,1.38016175030415e-24,"Neutrophils","LGALS1"
"ANXA5",3.84426565085854e-28,0.672760202718091,0.349,0.054,5.30816201070547e-24,"Neutrophils","ANXA5"
"LGALS3",8.561487004204e-28,0.635488912179297,0.325,0.047,1.18217012554049e-23,"Neutrophils","LGALS3"
"IFITM3",6.86986180118922e-26,0.746328133726072,0.422,0.079,9.48590517508207e-22,"Neutrophils","IFITM3"
"S100A9",3.45601670744199e-25,0.350062487824805,0.542,0.129,4.7720678696359e-21,"Neutrophils","S100A9"
"GABARAP",8.84085228591156e-25,0.835373753942491,0.88,0.299,1.22074488363867e-20,"Neutrophils","GABARAP"
"HSBP1",7.85220567155274e-24,0.63244950452985,0.398,0.076,1.084232559128e-19,"Neutrophils","HSBP1"
"MNDA",1.38743461113388e-23,0.623870237911441,0.313,0.051,1.91576971105367e-19,"Neutrophils","MNDA"
"GPX4",6.38752603692029e-23,0.593643859397084,0.651,0.171,8.81989595177954e-19,"Neutrophils","GPX4"
"RAC1",1.44862262432246e-22,0.585939064505737,0.566,0.14,2.00025811966445e-18,"Neutrophils","RAC1"
"TIMP1",2.29909242073358e-22,0.609429409749045,0.337,0.06,3.17458681454893e-18,"Neutrophils","TIMP1"
"ZYX",4.91275059602873e-22,0.620028086585093,0.349,0.065,6.78352602299647e-18,"Neutrophils","ZYX"
"TPP1",8.26071483567343e-22,0.644232528753017,0.349,0.066,1.14063950450979e-17,"Neutrophils","TPP1"
"AP1S2",1.24378100148653e-21,0.612470231670003,0.349,0.066,1.7174128068526e-17,"Neutrophils","AP1S2"
"GDI2",1.31303195196724e-21,0.69645156265289,0.422,0.092,1.81303451927636e-17,"Neutrophils","GDI2"
"IRF7",3.69848177017007e-21,0.700756037226966,0.301,0.052,5.10686362825083e-17,"Neutrophils","IRF7"
"PRELID1",4.15309340851223e-21,0.708633225039071,0.651,0.19,5.73459137847369e-17,"Neutrophils","PRELID1"
"AP2S1",1.78459837482979e-20,0.758915002475702,0.578,0.164,2.46417343596498e-16,"Neutrophils","AP2S1"
"FCN1",9.77995610450834e-20,0.47599627905024,0.349,0.069,1.35041633891051e-15,"Neutrophils","FCN1"
"PSAP",1.83968828175083e-19,0.458071568260377,0.554,0.146,2.54024157944154e-15,"Neutrophils","PSAP"
"LSP1",4.34685007766258e-19,0.541176714433061,0.675,0.2,6.00213058723649e-15,"Neutrophils","LSP1"
"GSTP1",1.89813267754665e-18,0.688251752889812,0.747,0.26,2.62094160115641e-14,"Neutrophils","GSTP1"
"DOCK8",2.90536141466465e-18,0.479810415416195,0.289,0.054,4.01172304136895e-14,"Neutrophils","DOCK8"
"FTH1",9.00150337763019e-18,0.605764314334921,0.976,0.726,1.24292758638318e-13,"Neutrophils","FTH1"
"SLC25A5",3.23808701419819e-17,0.549387016869758,0.554,0.159,4.47115054920486e-13,"Neutrophils","SLC25A5"
"EIF4A1",3.35395767821125e-17,0.639174418389929,0.771,0.274,4.63114476207409e-13,"Neutrophils","EIF4A1"
"CAPNS1",3.82920547121226e-17,0.531249394263083,0.398,0.096,5.28736691464989e-13,"Neutrophils","CAPNS1"
"LAMTOR1",7.12485815740981e-17,0.520241075811022,0.554,0.16,9.83800414375146e-13,"Neutrophils","LAMTOR1"
"H2AFY",9.47200997864013e-17,0.638323629278842,0.337,0.076,1.30789513785063e-12,"Neutrophils","H2AFY"
"MYD88",1.28563709669593e-16,0.415067718709817,0.277,0.054,1.77520770311775e-12,"Neutrophils","MYD88"
"IGFLR1",1.98329973176528e-16,0.437507364667781,0.265,0.05,2.7385402696215e-12,"Neutrophils","IGFLR1"
"C1QBP",2.21530295443175e-16,0.462633523906921,0.422,0.107,3.05889031947935e-12,"Neutrophils","C1QBP"
"PGLS",2.5344182233668e-16,0.474902894349324,0.47,0.128,3.49952468282488e-12,"Neutrophils","PGLS"
"ARPC1B",2.93379139474075e-16,0.660669151466897,0.867,0.356,4.05097915785803e-12,"Neutrophils","ARPC1B"
"ACAA1",4.50727821529499e-16,0.486206635955132,0.265,0.052,6.22364975967932e-12,"Neutrophils","ACAA1"
"HSP90B1",5.78160687647966e-16,0.538874936819643,0.325,0.073,7.98324277504311e-12,"Neutrophils","HSP90B1"
"S100A10",8.58277096307792e-16,0.708908924329103,0.759,0.305,1.1851090145818e-11,"Neutrophils","S100A10"
"CTSS",1.2519774820922e-15,0.277696049484543,0.518,0.148,1.72873050727291e-11,"Neutrophils","CTSS"
"LAP3",1.57822784580685e-15,0.417402953015458,0.253,0.049,2.17921700949009e-11,"Neutrophils","LAP3"
"ARF5",3.24288937556868e-15,0.399866847184758,0.47,0.131,4.47778164978523e-11,"Neutrophils","ARF5"
"BID",6.52641170575495e-15,0.373244193803365,0.313,0.071,9.01166928330643e-11,"Neutrophils","BID"
"CANX",1.29019440196416e-14,0.51249068042094,0.289,0.064,1.78150043023212e-10,"Neutrophils","CANX"
"SSR1",1.43076889885568e-14,0.47867823842135,0.253,0.052,1.97560569553992e-10,"Neutrophils","SSR1"
"JUNB",1.85848565892596e-14,0.355370442080798,0.494,0.144,2.56619699784496e-10,"Neutrophils","JUNB"
"PPA1",5.35337747917792e-14,0.340717763654825,0.361,0.093,7.39194362324888e-10,"Neutrophils","PPA1"
"ATP5G1",5.76312420368265e-14,0.502072737631965,0.373,0.1,7.957721900445e-10,"Neutrophils","ATP5G1"
"RNASET2",5.79076642301471e-14,0.474617876798055,0.518,0.16,7.99589027689871e-10,"Neutrophils","RNASET2"
"ALKBH7",6.54892565344381e-14,0.462580492681468,0.337,0.085,9.04275654227522e-10,"Neutrophils","ALKBH7"
"CCT8",9.06317103363631e-14,0.432310216333676,0.325,0.081,1.2514426563245e-09,"Neutrophils","CCT8"
"ATG3",9.62978038261346e-14,0.410649388576966,0.277,0.062,1.32968007523127e-09,"Neutrophils","ATG3"
"FKBP1A",1.18841619907725e-13,0.519462680536565,0.422,0.123,1.64096508768587e-09,"Neutrophils","FKBP1A"
"S100A11",1.2309363196705e-13,0.601887349140514,0.759,0.316,1.69967687020103e-09,"Neutrophils","S100A11"
"FTL",1.32917501244564e-13,0.386545468998129,0.988,0.757,1.83532485718493e-09,"Neutrophils","FTL"
"AHNAK",1.99527012358524e-13,0.46663318645773,0.458,0.138,2.7550689866465e-09,"Neutrophils","AHNAK"
"TUFM",2.80035077356334e-13,0.366031230687493,0.434,0.127,3.86672434813626e-09,"Neutrophils","TUFM"
"RPS24",3.42940208983777e-13,0.392083497319917,1,0.925,4.73531840564799e-09,"Neutrophils","RPS24"
"SNX3",3.83153550450052e-13,0.557332208007066,0.386,0.11,5.29058422461431e-09,"Neutrophils","SNX3"
"COTL1",5.6316926796456e-13,0.627283910154852,0.807,0.377,7.77624125205465e-09,"Neutrophils","COTL1"
"EIF3L",6.35981749671745e-13,0.498250022464729,0.518,0.173,8.78163599946746e-09,"Neutrophils","EIF3L"
"TSPO",6.37180691676864e-13,0.396277856740446,0.578,0.196,8.79819099067414e-09,"Neutrophils","TSPO"
"ATP6V0B",9.39205394835547e-13,0.465652097343731,0.458,0.143,1.29685480918892e-08,"Neutrophils","ATP6V0B"
"RNH1",1.60660225244757e-12,0.563259578826279,0.313,0.083,2.2183963901796e-08,"Neutrophils","RNH1"
"RAB5C",2.51513414445282e-12,0.389542010913175,0.361,0.101,3.47289722666045e-08,"Neutrophils","RAB5C"
"PKM",3.06293705114579e-12,0.391536100285572,0.422,0.128,4.22930348022211e-08,"Neutrophils","PKM"
"ACTB",7.16918091950273e-12,0.440738019820057,1,0.94,9.89920501364936e-08,"Neutrophils","ACTB"
"PABPC1",8.69258100956917e-12,0.554276005123863,0.831,0.399,1.20027158580131e-07,"Neutrophils","PABPC1"
"CASP1",1.03867652456269e-11,0.488368808534571,0.361,0.107,1.43420454511617e-07,"Neutrophils","CASP1"
"TPI1",1.13644258904606e-11,0.336352444187102,0.566,0.194,1.5691999269548e-07,"Neutrophils","TPI1"
"ENO1",1.1512615452673e-11,0.352624625909749,0.59,0.207,1.58966194170508e-07,"Neutrophils","ENO1"
"SLC25A6",1.26122074492178e-11,0.509012374146402,0.904,0.454,1.741493604588e-07,"Neutrophils","SLC25A6"
"GLIPR1",1.26337234951525e-11,0.305156285214691,0.313,0.083,1.74446454021066e-07,"Neutrophils","GLIPR1"
"RPS23",1.9369086919075e-11,0.311128386201317,1,0.969,2.67448352178588e-07,"Neutrophils","RPS23"
"ATOX1",2.33501602255017e-11,0.362555927955721,0.277,0.071,3.22419012393727e-07,"Neutrophils","ATOX1"
"CYBA",3.75234358485749e-11,0.461352380095002,0.964,0.641,5.18123602197122e-07,"Neutrophils","CYBA"
"C19orf10",4.23004738606597e-11,0.448296061815984,0.386,0.12,5.84084943067989e-07,"Neutrophils","C19orf10"
"MT-CO2",5.12920828394347e-11,0.324357335712715,1,0.952,7.08241079846915e-07,"Neutrophils","MT-CO2"
"SLIRP",5.82995666550418e-11,0.33884449559494,0.47,0.158,8.05000416372818e-07,"Neutrophils","SLIRP"
"MT-ND1",8.12524744244808e-11,0.39445299648891,0.976,0.756,1.12193416685323e-06,"Neutrophils","MT-ND1"
"VASP",1.68865060420723e-10,0.30627969848798,0.289,0.079,2.33168875428934e-06,"Neutrophils","VASP"
"RPS11",3.45427065841734e-10,0.325839807105211,0.988,0.9,4.76965692514266e-06,"Neutrophils","RPS11"
"RPL8",5.12488353180009e-10,0.340340856553485,1,0.847,7.07643918070957e-06,"Neutrophils","RPL8"
"EIF2S3",5.96694621948331e-10,0.313955867372786,0.253,0.067,8.23915933986256e-06,"Neutrophils","EIF2S3"
"YBX1",6.22626932335887e-10,0.290716696069556,0.699,0.275,8.59723268169393e-06,"Neutrophils","YBX1"
"C10orf54",6.54393779211529e-10,0.384057000041796,0.386,0.127,9.0358693033528e-06,"Neutrophils","C10orf54"
"UQCRFS1",6.79391986764024e-10,0.275658326621847,0.361,0.114,9.38104455323765e-06,"Neutrophils","UQCRFS1"
"SEC11A",9.15024204457728e-10,0.250420081990227,0.398,0.131,1.26346542151523e-05,"Neutrophils","SEC11A"
"ATP5A1",1.03973663894589e-09,0.370178720858368,0.422,0.147,1.43566835105648e-05,"Neutrophils","ATP5A1"
"IQGAP1",1.25813923450099e-09,0.352447799088577,0.373,0.125,1.73723865499897e-05,"Neutrophils","IQGAP1"
"PCBP2",1.65953913238566e-09,0.333825767185437,0.542,0.207,2.29149163399812e-05,"Neutrophils","PCBP2"
"HADHA",1.68795393761584e-09,0.253498765443223,0.253,0.069,2.33072679705995e-05,"Neutrophils","HADHA"
"PLAC8",1.73486351491837e-09,0.468145947580787,0.422,0.148,2.39549954139929e-05,"Neutrophils","PLAC8"
"SSR3",2.03615119137354e-09,0.46010905966215,0.253,0.072,2.81151756504858e-05,"Neutrophils","SSR3"
"IDH3G",2.10345950097209e-09,0.275256632855255,0.253,0.069,2.90445687894226e-05,"Neutrophils","IDH3G"
"TALDO1",2.44237171209214e-09,0.340899124940716,0.361,0.121,3.37242686005683e-05,"Neutrophils","TALDO1"
"GNAI2",2.88933761385977e-09,0.258468888775709,0.41,0.141,3.98959737721757e-05,"Neutrophils","GNAI2"
"SNRPD1",2.9877668965185e-09,0.289758922766856,0.301,0.092,4.12550853071274e-05,"Neutrophils","SNRPD1"
"DUSP23",3.08664801897947e-09,0.338139492446013,0.265,0.076,4.26204358460685e-05,"Neutrophils","DUSP23"
"ROMO1",7.53589879623773e-09,0.318347874999016,0.265,0.078,0.000104055690578451,"Neutrophils","ROMO1"
"TLN1",9.72457924112982e-09,0.277268324785015,0.265,0.079,0.00013427699016152,"Neutrophils","TLN1"
"SMDT1",1.03559203257494e-08,0.304879328860826,0.518,0.202,0.000142994547857947,"Neutrophils","SMDT1"
"BST2",1.0686542926209e-08,0.368018206968889,0.373,0.131,0.000147559784725093,"Neutrophils","BST2"
"MT-ND4",1.09286794336399e-08,0.294242284391067,1,0.905,0.0001509032056197,"Neutrophils","MT-ND4"
"OXA1L",1.20226851734633e-08,0.324589393895099,0.253,0.074,0.000166009236875182,"Neutrophils","OXA1L"
"SLC25A3",1.23603415266188e-08,0.298972756897765,0.53,0.211,0.000170671595799552,"Neutrophils","SLC25A3"
"ACTR2",1.28274843580007e-08,0.358856571584844,0.337,0.114,0.000177121904015273,"Neutrophils","ACTR2"
"S100A6",1.68674926237605e-08,0.430164593660501,0.916,0.678,0.000232906338148885,"Neutrophils","S100A6"
"ENY2",1.69039591278595e-08,0.361227166612966,0.301,0.098,0.000233409867637484,"Neutrophils","ENY2"
"FXYD5",1.83152750874338e-08,0.387964961484332,0.566,0.238,0.000252897318407286,"Neutrophils","FXYD5"
"ATP5G3",2.40657626151279e-08,0.329792500222924,0.542,0.22,0.000332300050189685,"Neutrophils","ATP5G3"
"TAGLN2",2.45691830892255e-08,0.311301685183863,0.542,0.219,0.000339251280096026,"Neutrophils","TAGLN2"
"RHOG",4.38536122604818e-08,0.280294334638646,0.373,0.134,0.000605530678092732,"Neutrophils","RHOG"
"PYCARD",5.50608868290657e-08,0.307665208191871,0.566,0.238,0.000760280725335739,"Neutrophils","PYCARD"
"MRPL52",6.13365272683301e-08,0.294842070502935,0.398,0.149,0.000846934768521102,"Neutrophils","MRPL52"
"PDCD6",6.86227222497434e-08,0.260642086702,0.289,0.095,0.000947542548824457,"Neutrophils","PDCD6"
"C14orf2",6.92244154656334e-08,0.330755503416775,0.867,0.443,0.000955850728749466,"Neutrophils","C14orf2"
"TKT",7.47894899328422e-08,0.296487278800871,0.253,0.079,0.00103269327699268,"Neutrophils","TKT"
"C4orf48",8.27272350202048e-08,0.273497428131341,0.47,0.184,0.00114229766115899,"Neutrophils","C4orf48"
"SERP1",8.39311661648058e-08,0.349571484669203,0.458,0.183,0.00115892154240364,"Neutrophils","SERP1"
"RPL22",9.50825549493267e-08,0.344913345791035,0.988,0.781,0.0013128999187403,"Neutrophils","RPL22"
"C14orf166",1.06217731720729e-07,0.254915546995148,0.373,0.138,0.00146665443959983,"Neutrophils","C14orf166"
"POMP",1.07904864780001e-07,0.275761836872032,0.506,0.209,0.00148995037288225,"Neutrophils","POMP"
"RPS3A",4.09250188463553e-07,0.259673383419085,0.988,0.876,0.00565092660230474,"Neutrophils","RPS3A"
"VAMP8",4.79693854650407e-07,0.255545939489692,0.663,0.291,0.00662361274501282,"Neutrophils","VAMP8"
"TXN",5.81026772549258e-07,0.419918106631026,0.277,0.099,0.00802281767536016,"Neutrophils","TXN"
"UQCRH",6.08328083097528e-07,0.29372647524046,0.687,0.319,0.00839979417141066,"Neutrophils","UQCRH"
"C6orf48",8.72044982473624e-07,0.255121358960242,0.349,0.134,0.0120411971179958,"Neutrophils","C6orf48"
"EEF1G",1.36852467853171e-06,0.262777589596969,0.518,0.23,0.0188965887611658,"Neutrophils","EEF1G"
"ATP5J2",1.7759162029452e-06,0.250553536520672,0.687,0.328,0.0245218509302673,"Neutrophils","ATP5J2"
"CALM2",3.11192559219867e-06,0.321163379450896,0.602,0.293,0.0429694685770792,"Neutrophils","CALM2"
"OAZ1",5.1590348672875e-06,0.292687554126772,0.928,0.635,0.0712359534475058,"Neutrophils","OAZ1"
"ENSA",5.40126312546471e-06,0.269621982616301,0.289,0.112,0.0745806412364168,"Neutrophils","ENSA"
"MT-ND3",5.80313086619955e-06,0.256545110258184,1,0.878,0.0801296310004834,"Neutrophils","MT-ND3"
"TMEM219",6.82811646398168e-06,0.274889722262606,0.265,0.1,0.0942826321346591,"Neutrophils","TMEM219"
"RPLP0",1.68518546378139e-05,0.284550620593408,0.916,0.599,0.232690408838935,"Neutrophils","RPLP0"
