"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"PPIA",6.41750431632873e-05,0.26071758891851,0.831,0.473,0.886128995998671,"Neutrophils","PPIA"
"SEC61B",0.000319104352682039,0.316894172504255,0.446,0.237,1,"Neutrophils","SEC61B"
"STMN1",0,2.18688045227545,0.868,0.036,0,"MKI67 high CD8AB+ T","STMN1"
"KIAA0101",0,1.73102256850412,0.684,0.013,0,"MKI67 high CD8AB+ T","KIAA0101"
"TYMS",0,1.67571465698351,0.649,0.007,0,"MKI67 high CD8AB+ T","TYMS"
"RRM2",0,1.43201091721098,0.526,0.007,0,"MKI67 high CD8AB+ T","RRM2"
"TK1",1.18002739132873e-262,1.13012780151384,0.43,0.007,1.62938182194671e-258,"MKI67 high CD8AB+ T","TK1"
"BIRC5",1.75068554365719e-244,0.937848185997152,0.316,0.003,2.41734659868185e-240,"MKI67 high CD8AB+ T","BIRC5"
"UBE2C",5.74965554020406e-244,0.994903829247275,0.316,0.003,7.93912436991377e-240,"MKI67 high CD8AB+ T","UBE2C"
"GINS2",2.52697810494227e-242,1.00551436682718,0.351,0.004,3.48925136730428e-238,"MKI67 high CD8AB+ T","GINS2"
"CENPM",7.9409763383742e-218,1.26324895078961,0.509,0.016,1.09649001280271e-213,"MKI67 high CD8AB+ T","CENPM"
"CKS1B",6.64425561569883e-212,1.23299029994456,0.526,0.019,9.17438815415695e-208,"MKI67 high CD8AB+ T","CKS1B"
"ZWINT",3.10819509783497e-208,0.874950054093372,0.298,0.004,4.29179579109052e-204,"MKI67 high CD8AB+ T","ZWINT"
"MKI67",1.64452575497601e-198,0.883512000475761,0.325,0.005,2.27076116247088e-194,"MKI67 high CD8AB+ T","MKI67"
"CDT1",1.28560483599837e-192,0.883850323453398,0.289,0.004,1.77516315754655e-188,"MKI67 high CD8AB+ T","CDT1"
"PTTG1",1.81680448359007e-175,1.40618986606668,0.64,0.038,2.50864363094116e-171,"MKI67 high CD8AB+ T","PTTG1"
"PCNA",9.94786828012516e-175,1.38821409382756,0.588,0.032,1.37360165211968e-170,"MKI67 high CD8AB+ T","PCNA"
"CENPW",8.467862930484e-158,0.800181458225313,0.281,0.006,1.16924251344123e-153,"MKI67 high CD8AB+ T","CENPW"
"CENPN",2.45916764030981e-157,0.820969475709865,0.289,0.006,3.39561867773978e-153,"MKI67 high CD8AB+ T","CENPN"
"RPA3",4.28689930562961e-150,1.2341085836308,0.728,0.059,5.91935056121336e-146,"MKI67 high CD8AB+ T","RPA3"
"ASF1B",1.58976360728411e-147,0.714459254536094,0.272,0.006,2.19514558893789e-143,"MKI67 high CD8AB+ T","ASF1B"
"H2AFX",3.56303790506689e-142,0.897979678749027,0.325,0.01,4.91984273931636e-138,"MKI67 high CD8AB+ T","H2AFX"
"MCM6",4.40633653240385e-142,0.692512423539609,0.325,0.01,6.08426948394323e-138,"MKI67 high CD8AB+ T","MCM6"
"MCM5",1.01491273791586e-139,0.904127081591321,0.421,0.019,1.40139150851422e-135,"MKI67 high CD8AB+ T","MCM5"
"TUBA1B1",3.31856016680531e-134,2.29915502961986,0.939,0.149,4.58226787832477e-130,"MKI67 high CD8AB+ T","TUBA1B"
"MAD2L1",2.8528184603125e-129,0.6331622719521,0.289,0.009,3.93917172999949e-125,"MKI67 high CD8AB+ T","MAD2L1"
"UBE2T",3.26359389209084e-127,0.738369415846983,0.298,0.01,4.50637044619903e-123,"MKI67 high CD8AB+ T","UBE2T"
"HMGB2",9.15670301901096e-123,1.90809990654494,0.912,0.138,1.26435755286503e-118,"MKI67 high CD8AB+ T","HMGB2"
"FABP5",1.15108771381801e-119,1.24252028852577,0.596,0.05,1.58942191523991e-115,"MKI67 high CD8AB+ T","FABP5"
"DUT",1.34052709292297e-118,1.4814647454262,0.763,0.087,1.85099980990804e-114,"MKI67 high CD8AB+ T","DUT"
"MCM7",1.07037531303323e-111,0.840158177990845,0.43,0.027,1.47797423223628e-107,"MKI67 high CD8AB+ T","MCM7"
"TUBB",8.48636667404992e-106,1.56817324570482,0.746,0.094,1.17179751035281e-101,"MKI67 high CD8AB+ T","TUBB"
"RANBP1",7.59465046003007e-104,1.20597197333589,0.754,0.091,1.04866933552095e-99,"MKI67 high CD8AB+ T","RANBP1"
"H2AFV",3.36016291823543e-102,1.2735037150031,0.772,0.097,4.63971295749948e-98,"MKI67 high CD8AB+ T","H2AFV"
"DNAJC9",2.13241902783304e-100,0.73296165394776,0.333,0.017,2.94444419363187e-96,"MKI67 high CD8AB+ T","DNAJC9"
"HMGN2",4.20247242917872e-100,1.46636079793857,0.947,0.164,5.80277393020997e-96,"MKI67 high CD8AB+ T","HMGN2"
"H2AFZ",6.93357837263033e-99,1.7441605688013,0.939,0.184,9.57388501692796e-95,"MKI67 high CD8AB+ T","H2AFZ"
"MCM3",4.22859656032497e-97,0.768680688358731,0.307,0.015,5.83884613049672e-93,"MKI67 high CD8AB+ T","MCM3"
"DTYMK",2.02802625870098e-96,0.737330698973212,0.395,0.026,2.80029865801432e-92,"MKI67 high CD8AB+ T","DTYMK"
"CDCA4",5.10347417742609e-93,0.607501425902296,0.272,0.012,7.04687714418994e-89,"MKI67 high CD8AB+ T","CDCA4"
"HNRNPAB",8.4216108041069e-93,0.754393904956368,0.465,0.038,1.16285601983108e-88,"MKI67 high CD8AB+ T","HNRNPAB"
"NME1",3.00597052622812e-90,0.806642624623217,0.421,0.032,4.15064410261578e-86,"MKI67 high CD8AB+ T","NME1"
"C19orf48",1.66574323536721e-86,0.605502255695506,0.272,0.013,2.30005825939505e-82,"MKI67 high CD8AB+ T","C19orf48"
"CBX5",1.67193555666152e-86,0.722303927417402,0.316,0.019,2.30860861663822e-82,"MKI67 high CD8AB+ T","CBX5"
"CDCA7",1.99504397242825e-86,0.651787982496809,0.289,0.015,2.75475671712893e-82,"MKI67 high CD8AB+ T","CDCA7"
"SLBP",2.12990336863204e-86,0.738926036023285,0.456,0.04,2.94097057140711e-82,"MKI67 high CD8AB+ T","SLBP"
"TUBB4B",2.48474889382488e-84,0.932633373760424,0.465,0.043,3.43094127259339e-80,"MKI67 high CD8AB+ T","TUBB4B"
"UBE2S",7.88018205609976e-83,0.647892966667958,0.281,0.015,1.08809553830625e-78,"MKI67 high CD8AB+ T","UBE2S"
"SNRPD11",2.16026927713794e-81,1.0246578450836,0.64,0.082,2.98289981787206e-77,"MKI67 high CD8AB+ T","SNRPD1"
"NUDT1",4.05072282912087e-81,0.855800450658558,0.518,0.054,5.5932380824501e-77,"MKI67 high CD8AB+ T","NUDT1"
"STRA13",1.10057325979187e-80,0.885381286811698,0.561,0.064,1.51967155712062e-76,"MKI67 high CD8AB+ T","STRA13"
"LSM4",2.10284097099209e-80,1.05336389020641,0.667,0.09,2.90360281274588e-76,"MKI67 high CD8AB+ T","LSM4"
"SAE1",1.01247129466551e-78,0.543049224761653,0.316,0.021,1.39802036367413e-74,"MKI67 high CD8AB+ T","SAE1"
"IFI27L1",5.69840135899309e-78,0.616845440693224,0.254,0.013,7.86835259649766e-74,"MKI67 high CD8AB+ T","IFI27L1"
"PXMP2",2.63132423574327e-76,0.511556232719269,0.272,0.016,3.63333250471431e-72,"MKI67 high CD8AB+ T","PXMP2"
"HMGA1",1.89675846040861e-74,0.853162603062104,0.509,0.057,2.61904408213221e-70,"MKI67 high CD8AB+ T","HMGA1"
"CARHSP1",2.16819361702635e-74,0.840690592736437,0.711,0.104,2.99384174638999e-70,"MKI67 high CD8AB+ T","CARHSP1"
"CKS2",1.28081975796153e-70,0.792598800754406,0.386,0.035,1.76855592179328e-66,"MKI67 high CD8AB+ T","CKS2"
"HSPD1",2.00916032393011e-70,0.602678835572321,0.377,0.033,2.7742485752827e-66,"MKI67 high CD8AB+ T","HSPD1"
"RAN",2.57681259538959e-70,1.10459157633404,0.895,0.181,3.55806283171395e-66,"MKI67 high CD8AB+ T","RAN"
"DCTPP1",2.65463024524507e-69,0.659179669988002,0.342,0.028,3.66551344263439e-65,"MKI67 high CD8AB+ T","DCTPP1"
"ACOT7",1.55659923642092e-68,0.566507221112921,0.36,0.031,2.14935222565001e-64,"MKI67 high CD8AB+ T","ACOT7"
"SMC4",1.32758683378262e-67,0.589583006541619,0.281,0.019,1.83313190008704e-63,"MKI67 high CD8AB+ T","SMC4"
"LDHA",1.48504606848016e-67,1.0363203705723,0.825,0.154,2.0505516113574e-63,"MKI67 high CD8AB+ T","LDHA"
"CBX3",5.03335537217547e-67,0.860014635982826,0.684,0.107,6.95005709789989e-63,"MKI67 high CD8AB+ T","CBX3"
"TMPO",8.12803221876645e-66,0.600877691217479,0.333,0.028,1.12231868876727e-61,"MKI67 high CD8AB+ T","TMPO"
"TFDP1",2.33004901660219e-64,0.802373793278441,0.447,0.051,3.21733168212431e-60,"MKI67 high CD8AB+ T","TFDP1"
"LSM5",4.97440957327115e-61,0.762600791273237,0.509,0.068,6.8686647387728e-57,"MKI67 high CD8AB+ T","LSM5"
"DDX39A",1.26233055267385e-60,0.6692736290489,0.447,0.053,1.74302602713206e-56,"MKI67 high CD8AB+ T","DDX39A"
"TMEM106C",2.745841835766e-60,0.628647709340097,0.289,0.023,3.79145840682569e-56,"MKI67 high CD8AB+ T","TMEM106C"
"EIF4A3",3.10921012986018e-60,0.5836262380067,0.342,0.032,4.29319734731094e-56,"MKI67 high CD8AB+ T","EIF4A3"
"NASP",7.77668579440117e-60,0.615153307220197,0.36,0.036,1.07380477449091e-55,"MKI67 high CD8AB+ T","NASP"
"MRPL27",8.76195411833953e-60,0.579520135131088,0.474,0.06,1.20985062466032e-55,"MKI67 high CD8AB+ T","MRPL27"
"CCDC167",9.65573548223015e-60,0.886058631438435,0.649,0.108,1.33326395538634e-55,"MKI67 high CD8AB+ T","CCDC167"
"SLC25A51",3.94379955153247e-59,0.956678219150233,0.772,0.151,5.44559842075604e-55,"MKI67 high CD8AB+ T","SLC25A5"
"CDK4",2.23812418288266e-58,0.525988124222298,0.307,0.027,3.09040187172438e-54,"MKI67 high CD8AB+ T","CDK4"
"SNRPB",2.53527002980636e-58,0.901774731959834,0.833,0.172,3.50070085715662e-54,"MKI67 high CD8AB+ T","SNRPB"
"YWHAE",2.8265232761519e-58,0.611875520737034,0.395,0.044,3.90286333971055e-54,"MKI67 high CD8AB+ T","YWHAE"
"LSM3",9.54787184939198e-58,0.774445201182819,0.693,0.121,1.31837014496405e-53,"MKI67 high CD8AB+ T","LSM3"
"MT1E",2.27445491766102e-57,0.884498495286258,0.588,0.094,3.14056735030634e-53,"MKI67 high CD8AB+ T","MT1E"
"GGCT",3.49745668083963e-57,0.673860446594534,0.289,0.025,4.82928818490336e-53,"MKI67 high CD8AB+ T","GGCT"
"CACYBP",3.5960049062466e-57,0.657232340815905,0.43,0.052,4.9653635745453e-53,"MKI67 high CD8AB+ T","CACYBP"
"PSMB2",2.2456876262576e-56,0.821000211721953,0.684,0.123,3.10084547433649e-52,"MKI67 high CD8AB+ T","PSMB2"
"PRDX3",4.24843247448628e-56,0.613796053239362,0.368,0.04,5.86623556077066e-52,"MKI67 high CD8AB+ T","PRDX3"
"IDH2",3.9967335196369e-55,0.856457624397009,0.763,0.152,5.51868964391464e-51,"MKI67 high CD8AB+ T","IDH2"
"GLRX5",3.77233889613004e-54,0.530226965605423,0.412,0.05,5.20884554777636e-50,"MKI67 high CD8AB+ T","GLRX5"
"PPIH",1.25779107193935e-53,0.651148237752652,0.316,0.031,1.73675791213385e-49,"MKI67 high CD8AB+ T","PPIH"
"TPRKB",2.52536083512858e-53,0.658502712609409,0.333,0.035,3.48701824114555e-49,"MKI67 high CD8AB+ T","TPRKB"
"HIST1H4C",6.72210776289707e-53,1.61264206116476,0.465,0.07,9.28188639900827e-49,"MKI67 high CD8AB+ T","HIST1H4C"
"SIVA1",9.11145366287127e-53,0.875697922691696,0.675,0.129,1.25810952176927e-48,"MKI67 high CD8AB+ T","SIVA1"
"SKA2",1.31035074637759e-52,0.508653208623239,0.36,0.04,1.80933231059817e-48,"MKI67 high CD8AB+ T","SKA2"
"NDUFAB1",1.60658733231357e-52,0.698020058380554,0.675,0.124,2.21837578845858e-48,"MKI67 high CD8AB+ T","NDUFAB1"
"SDF2L1",1.67832776708664e-52,0.712410661980331,0.491,0.072,2.31743498079323e-48,"MKI67 high CD8AB+ T","SDF2L1"
"SNRPE",1.69463780210701e-52,0.799928164828263,0.737,0.147,2.33995587714936e-48,"MKI67 high CD8AB+ T","SNRPE"
"ILF2",4.45834535134409e-52,0.592438915232318,0.439,0.059,6.15608326113591e-48,"MKI67 high CD8AB+ T","ILF2"
"CYCS",5.55517008888099e-52,0.727414487705309,0.596,0.101,7.67057885872687e-48,"MKI67 high CD8AB+ T","CYCS"
"GAPDH",7.64011464789963e-52,1.15299510732442,0.991,0.57,1.05494703058198e-47,"MKI67 high CD8AB+ T","GAPDH"
"TXNDC17",2.11596915345921e-51,0.62218345535787,0.561,0.091,2.92173020709648e-47,"MKI67 high CD8AB+ T","TXNDC17"
"BANF1",3.29128286635888e-51,0.548485013663679,0.482,0.07,4.54460338186834e-47,"MKI67 high CD8AB+ T","BANF1"
"MZT1",4.77547518848175e-51,0.51598896644653,0.289,0.028,6.5939761402556e-47,"MKI67 high CD8AB+ T","MZT1"
"CALM3",9.67060847065748e-51,0.834285140743527,0.807,0.177,1.33531761762838e-46,"MKI67 high CD8AB+ T","CALM3"
"TPM4",5.38606058266443e-50,0.623489020804492,0.404,0.052,7.43707245254304e-46,"MKI67 high CD8AB+ T","TPM4"
"SNRPG",6.04866425784135e-50,0.967484006760285,0.877,0.225,8.35199560722734e-46,"MKI67 high CD8AB+ T","SNRPG"
"MRPL12",1.35920693414725e-49,0.522370451572169,0.368,0.045,1.87679293467052e-45,"MKI67 high CD8AB+ T","MRPL12"
"PSMA4",1.99250106840566e-49,0.753578648848594,0.763,0.161,2.75124547525453e-45,"MKI67 high CD8AB+ T","PSMA4"
"ANP32B",1.74034524046042e-48,0.825824135721354,0.64,0.124,2.40306870802775e-44,"MKI67 high CD8AB+ T","ANP32B"
"SNRPA1",2.08244789769919e-48,0.603962960166479,0.368,0.046,2.87544405714304e-44,"MKI67 high CD8AB+ T","SNRPA1"
"RNASEH2B",1.8605500522819e-47,0.458039257157358,0.368,0.046,2.56904751219084e-43,"MKI67 high CD8AB+ T","RNASEH2B"
"SNRPF",2.04087899804294e-47,0.791095942321661,0.693,0.142,2.81804572049769e-43,"MKI67 high CD8AB+ T","SNRPF"
"NUCKS1",4.784857458251e-47,0.537243207768859,0.386,0.051,6.60693117835298e-43,"MKI67 high CD8AB+ T","NUCKS1"
"NUDT21",6.71632850315926e-47,0.538163238390453,0.333,0.039,9.27390639716231e-43,"MKI67 high CD8AB+ T","NUDT21"
"HMGB1",1.2960277617989e-46,0.96470464814565,0.807,0.204,1.78955513349193e-42,"MKI67 high CD8AB+ T","HMGB1"
"NDUFV2",1.86650178282937e-46,0.597955640809589,0.649,0.125,2.5772656617308e-42,"MKI67 high CD8AB+ T","NDUFV2"
"SRSF3",2.22844408400542e-46,0.836561582994034,0.816,0.194,3.07703559119468e-42,"MKI67 high CD8AB+ T","SRSF3"
"HSP90AA1",5.24168166469985e-46,0.68601373138518,0.605,0.113,7.23771404261755e-42,"MKI67 high CD8AB+ T","HSP90AA1"
"PKM1",1.10390366286379e-45,0.73415813308522,0.623,0.122,1.52427017768232e-41,"MKI67 high CD8AB+ T","PKM"
"TXN1",1.31371291156838e-45,0.586934258615951,0.535,0.092,1.81397478829362e-41,"MKI67 high CD8AB+ T","TXN"
"NDUFB6",1.46676408000509e-45,0.551570598402979,0.518,0.087,2.02530784167103e-41,"MKI67 high CD8AB+ T","NDUFB6"
"HSPE1",4.43921048091803e-45,0.855709685863859,0.658,0.139,6.12966183205162e-41,"MKI67 high CD8AB+ T","HSPE1"
"TPI11",5.00594747845498e-45,0.865931744358197,0.781,0.187,6.91221227825063e-41,"MKI67 high CD8AB+ T","TPI1"
"EBNA1BP2",1.39520552947132e-44,0.454807259548915,0.254,0.024,1.92649979509399e-40,"MKI67 high CD8AB+ T","EBNA1BP2"
"HNRNPC",1.53341185587411e-44,0.595907626801325,0.667,0.134,2.11733509059097e-40,"MKI67 high CD8AB+ T","HNRNPC"
"SNRNP25",1.96881316757721e-44,0.457878704369303,0.263,0.026,2.71853722179062e-40,"MKI67 high CD8AB+ T","SNRNP25"
"ANAPC15",3.06838616008142e-44,0.472956859835301,0.412,0.06,4.23682760984042e-40,"MKI67 high CD8AB+ T","ANAPC15"
"RBM8A",4.03429214206512e-44,0.576280579565055,0.623,0.12,5.57055058976352e-40,"MKI67 high CD8AB+ T","RBM8A"
"ANAPC11",6.53196753809955e-44,0.651587214248089,0.614,0.121,9.01934077660786e-40,"MKI67 high CD8AB+ T","ANAPC11"
"YWHAQ",6.58419596881959e-44,0.569408301640462,0.702,0.145,9.09145779374609e-40,"MKI67 high CD8AB+ T","YWHAQ"
"POP7",6.63240194152866e-44,0.441776504567338,0.307,0.035,9.15802060086278e-40,"MKI67 high CD8AB+ T","POP7"
"TOMM40",1.76549113620802e-43,0.4873316502313,0.281,0.03,2.43779016087603e-39,"MKI67 high CD8AB+ T","TOMM40"
"AP1S1",2.1550670866375e-43,0.467992450141808,0.289,0.032,2.97571663322906e-39,"MKI67 high CD8AB+ T","AP1S1"
"LSM2",2.16778639163479e-43,0.552850901486588,0.605,0.116,2.99327944956932e-39,"MKI67 high CD8AB+ T","LSM2"
"PTMA",2.4041345572448e-43,0.953624994844544,1,0.654,3.31962899664362e-39,"MKI67 high CD8AB+ T","PTMA"
"PTGES3",5.66373150185379e-43,0.607458508248123,0.561,0.105,7.82048045775971e-39,"MKI67 high CD8AB+ T","PTGES3"
"CFL1",8.00955498444393e-43,0.890515510013663,0.991,0.599,1.10595935225202e-38,"MKI67 high CD8AB+ T","CFL1"
"PPIA1",1.93614405307141e-42,0.953918859315053,0.974,0.468,2.673427708481e-38,"MKI67 high CD8AB+ T","PPIA"
"EWSR1",1.17745708300926e-41,0.489687479850229,0.421,0.065,1.62583274021919e-37,"MKI67 high CD8AB+ T","EWSR1"
"POMP1",1.28477718589425e-41,0.765915848316813,0.807,0.2,1.77402033828278e-37,"MKI67 high CD8AB+ T","POMP"
"COX20",1.49001203120925e-41,0.62849795916553,0.36,0.05,2.05740861269373e-37,"MKI67 high CD8AB+ T","COX20"
"UBE2L3",2.13530244270877e-41,0.619584606791599,0.684,0.148,2.94842561289227e-37,"MKI67 high CD8AB+ T","UBE2L3"
"HNRNPR",2.44550019352559e-41,0.423213193166507,0.377,0.054,3.37674666722013e-37,"MKI67 high CD8AB+ T","HNRNPR"
"ATP5G31",2.84252042346072e-41,0.759826589498928,0.825,0.211,3.92495220071457e-37,"MKI67 high CD8AB+ T","ATP5G3"
"HNRNPA2B1",2.93773946952585e-41,0.710075920307766,0.807,0.198,4.05643065952129e-37,"MKI67 high CD8AB+ T","HNRNPA2B1"
"STOML2",4.0652142616258e-41,0.508469781235137,0.465,0.078,5.61324785245291e-37,"MKI67 high CD8AB+ T","STOML2"
"TALDO11",4.78141068801567e-41,0.458019319121311,0.588,0.114,6.60217187801204e-37,"MKI67 high CD8AB+ T","TALDO1"
"PGAM1",5.9187531663147e-41,0.535007058480688,0.658,0.138,8.17261437204733e-37,"MKI67 high CD8AB+ T","PGAM1"
"PSMA2.1",6.26552696791658e-41,0.743948372261968,0.789,0.196,8.65143963729922e-37,"MKI67 high CD8AB+ T","PSMA2.1"
"NHP2",7.1491398637071e-41,0.609831330464978,0.482,0.085,9.87153232380677e-37,"MKI67 high CD8AB+ T","NHP2"
"C1QBP1",1.04352620318985e-40,0.684571436820572,0.535,0.102,1.44090098136455e-36,"MKI67 high CD8AB+ T","C1QBP"
"PSMA1",1.67162611351072e-40,0.479187114474446,0.588,0.115,2.3081813375356e-36,"MKI67 high CD8AB+ T","PSMA1"
"CDK2AP2",1.71556487059877e-40,0.586235343898376,0.5,0.09,2.36885197332278e-36,"MKI67 high CD8AB+ T","CDK2AP2"
"ERH",5.58255295261659e-40,0.562329424510539,0.447,0.075,7.70838911697299e-36,"MKI67 high CD8AB+ T","ERH"
"SHFM1",6.33693053998568e-40,0.561888675312102,0.684,0.15,8.75003368961223e-36,"MKI67 high CD8AB+ T","SHFM1"
"KIF22",6.51399609895626e-40,0.525988163702743,0.254,0.027,8.9945258134388e-36,"MKI67 high CD8AB+ T","KIF22"
"ACTB1",8.95611246499763e-40,0.725374564269252,1,0.939,1.23666000916687e-35,"MKI67 high CD8AB+ T","ACTB"
"H2AFY1",1.17619263933369e-38,0.537771693521491,0.43,0.072,1.62408679639195e-34,"MKI67 high CD8AB+ T","H2AFY"
"CCT3",1.79014681795768e-38,0.460324325719963,0.386,0.06,2.47183472623597e-34,"MKI67 high CD8AB+ T","CCT3"
"LAGE3",1.83143308790647e-38,0.507745931515956,0.386,0.06,2.52884280778125e-34,"MKI67 high CD8AB+ T","LAGE3"
"EBP",1.90100066196379e-38,0.41033721595761,0.325,0.044,2.62490171403961e-34,"MKI67 high CD8AB+ T","EBP"
"POLR2H",1.94190367485071e-38,0.500651907132242,0.289,0.036,2.68138059423386e-34,"MKI67 high CD8AB+ T","POLR2H"
"DEK",2.33317372411523e-38,0.553417083199496,0.386,0.061,3.22164627825831e-34,"MKI67 high CD8AB+ T","DEK"
"PDIA6",3.32869945335751e-38,0.422679824456345,0.456,0.08,4.59626820519605e-34,"MKI67 high CD8AB+ T","PDIA6"
"NDUFC2",5.68717499336563e-38,0.622304831345376,0.711,0.167,7.85285123083926e-34,"MKI67 high CD8AB+ T","NDUFC2"
"HNRNPM",6.30119737787044e-38,0.541806611209361,0.465,0.084,8.70069333936351e-34,"MKI67 high CD8AB+ T","HNRNPM"
"VDAC1",1.33615443176335e-37,0.547623338770921,0.386,0.062,1.84496203937883e-33,"MKI67 high CD8AB+ T","VDAC1"
"HNRNPD",1.77485070992746e-37,0.464326483848898,0.43,0.073,2.45071386026784e-33,"MKI67 high CD8AB+ T","HNRNPD"
"EIF5A",5.50743248182395e-37,0.706946917239491,0.772,0.201,7.6046627709025e-33,"MKI67 high CD8AB+ T","EIF5A"
"CCT81",7.08429819345186e-37,0.432807076214153,0.439,0.077,9.78199894551833e-33,"MKI67 high CD8AB+ T","CCT8"
"MRPL16",1.34344190108152e-36,0.366194915904164,0.325,0.046,1.85502457701336e-32,"MKI67 high CD8AB+ T","MRPL16"
"SF3B14",1.74986110422609e-36,0.468022966299224,0.605,0.13,2.41620821271539e-32,"MKI67 high CD8AB+ T","SF3B14"
"RNASEH2C",2.38806881354126e-36,0.51731881670991,0.561,0.117,3.29744541773778e-32,"MKI67 high CD8AB+ T","RNASEH2C"
"ACTR3",3.16092925463973e-36,0.454879719683375,0.579,0.122,4.36461111480655e-32,"MKI67 high CD8AB+ T","ACTR3"
"RBBP7",3.38891837378825e-36,0.410142826937902,0.254,0.03,4.67941849052682e-32,"MKI67 high CD8AB+ T","RBBP7"
"MRPL51",3.65045653035632e-36,0.537859544048225,0.64,0.144,5.04055037711601e-32,"MKI67 high CD8AB+ T","MRPL51"
"CYC1",3.75667994298901e-36,0.483344640017784,0.474,0.089,5.18722366527922e-32,"MKI67 high CD8AB+ T","CYC1"
"SNRPC",4.69585407666629e-36,0.401641275213834,0.5,0.096,6.48403530906081e-32,"MKI67 high CD8AB+ T","SNRPC"
"HSP90AB1",5.52583977757147e-36,0.485496332789611,0.421,0.073,7.63007956487068e-32,"MKI67 high CD8AB+ T","HSP90AB1"
"COTL11",5.85582752425902e-36,0.837105576495139,0.965,0.371,8.08572664549686e-32,"MKI67 high CD8AB+ T","COTL1"
"HNRNPA3",6.34857884915069e-36,0.408800935110587,0.526,0.104,8.76611767490727e-32,"MKI67 high CD8AB+ T","HNRNPA3"
"SSBP1",8.42718480524699e-36,0.463889513403145,0.579,0.123,1.1636256779085e-31,"MKI67 high CD8AB+ T","SSBP1"
"COX16",9.2430862800935e-36,0.489086354409517,0.509,0.101,1.27628535355531e-31,"MKI67 high CD8AB+ T","COX16"
"UQCC2",1.10579145532156e-35,0.461179202655483,0.377,0.061,1.52687684150801e-31,"MKI67 high CD8AB+ T","UQCC2"
"MRPS16",1.17003984063567e-35,0.481362550447562,0.368,0.059,1.61559101194973e-31,"MKI67 high CD8AB+ T","MRPS16"
"ATP5C1",1.29157628458166e-35,0.457246053914976,0.535,0.109,1.78340853375036e-31,"MKI67 high CD8AB+ T","ATP5C1"
"HMGN1",1.59744841881857e-35,0.640335156780148,0.649,0.154,2.20575677670468e-31,"MKI67 high CD8AB+ T","HMGN1"
"NELFCD",2.12038838998613e-35,0.39340558775686,0.272,0.034,2.92783228889285e-31,"MKI67 high CD8AB+ T","NELFCD"
"YBX11",2.16142884308621e-35,0.766251728415594,0.886,0.268,2.98450094653345e-31,"MKI67 high CD8AB+ T","YBX1"
"PSMC5",3.05007873715984e-35,0.427711890973843,0.482,0.092,4.2115487202703e-31,"MKI67 high CD8AB+ T","PSMC5"
"PHB2",4.06397523469054e-35,0.455758077991334,0.561,0.118,5.61153700406069e-31,"MKI67 high CD8AB+ T","PHB2"
"COX5A",4.50900401840183e-35,0.683827881588956,0.789,0.214,6.22603274860925e-31,"MKI67 high CD8AB+ T","COX5A"
"HINT2",4.71099478844028e-35,0.371797618339537,0.43,0.077,6.50494160387834e-31,"MKI67 high CD8AB+ T","HINT2"
"SNRPD3",4.81236220629105e-35,0.597028868840482,0.439,0.082,6.64490973444668e-31,"MKI67 high CD8AB+ T","SNRPD3"
"VDAC3",5.99118541124869e-35,0.490171659036005,0.404,0.07,8.27262881585219e-31,"MKI67 high CD8AB+ T","VDAC3"
"FDPS",6.04888771949459e-35,0.482065601416658,0.395,0.068,8.35230416307813e-31,"MKI67 high CD8AB+ T","FDPS"
"SRSF2",6.47890111404047e-35,0.569305371122258,0.658,0.156,8.94606665826708e-31,"MKI67 high CD8AB+ T","SRSF2"
"MRPL521",7.00161533939864e-35,0.62233333827362,0.614,0.142,9.66783046064165e-31,"MKI67 high CD8AB+ T","MRPL52"
"MAD2L2",9.69729143138243e-35,0.466563251612761,0.281,0.037,1.33900200084529e-30,"MKI67 high CD8AB+ T","MAD2L2"
"HN1",1.23997653372103e-34,0.607217078009654,0.553,0.12,1.71215959776199e-30,"MKI67 high CD8AB+ T","HN1"
"NUTF2",1.55014525013229e-34,0.365256997534084,0.316,0.046,2.14044056138267e-30,"MKI67 high CD8AB+ T","NUTF2"
"ARHGDIA",1.73676043148787e-34,0.543544988508155,0.632,0.147,2.39811880379846e-30,"MKI67 high CD8AB+ T","ARHGDIA"
"ATP5G11",1.74823873092331e-34,0.564372047215759,0.482,0.096,2.41396803965891e-30,"MKI67 high CD8AB+ T","ATP5G1"
"BOLA2B",1.75891953706875e-34,0.397087019383913,0.351,0.055,2.42871609678453e-30,"MKI67 high CD8AB+ T","BOLA2B"
"PHB",3.27327996312919e-34,0.35194503120249,0.404,0.07,4.51974497308879e-30,"MKI67 high CD8AB+ T","PHB"
"SLIRP1",3.71107421260837e-34,0.579027953408898,0.64,0.152,5.12425127276963e-30,"MKI67 high CD8AB+ T","SLIRP"
"HSBP11",4.81558285151131e-34,0.464508596044008,0.412,0.074,6.64935680136681e-30,"MKI67 high CD8AB+ T","HSBP1"
"PFN1",5.40817198839293e-34,0.651122094807518,1,0.861,7.46760388157295e-30,"MKI67 high CD8AB+ T","PFN1"
"BUB3",9.92807910833666e-34,0.489842780390152,0.404,0.071,1.37086916327913e-29,"MKI67 high CD8AB+ T","BUB3"
"PSMB3",2.17520219856202e-33,0.673239291447662,0.728,0.195,3.00351919577444e-29,"MKI67 high CD8AB+ T","PSMB3"
